Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Echo;1 janvier 2020; 1h 19min ;Drame;NA;NA;Rúnar Rúnarsson;NA;Bjarki Thor;Ragnar Jónsson;Sigurmar Albertsson;2,7;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=271966.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=142412.html;Rúnar Rúnarsson;Islande;France;Jour2fête;0;-;Islandais;3 748 entrées;2;NA;NA
Egō;27 avril 2022; 1h 30min ;Epouvante-horreur;NA;NA;Hanna Bergholm;NA;Siiri Solalinna;Sophia Heikkilä;Jani Volanen;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=286121.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=457185.html;Ilja Rautsi;Finlande;Suède;The Jokers / Les Bookmakers;2         3            ;-;Finnois;NA;NA;NA;NA
Ek Villain : Le retour;24 octobre 2022; 2h 10min ;Action;Policier;Romance;Mohit Suri;NA;Disha Patani;John Abraham (II);Tara Sutaria;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=306130.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=192420.html;Mohit Suri;Inde;NA;NA;0;-;Hindi;NA;0;0;0
El Agua;1 mars 2023; 1h 44min ;Drame;Romance;NA;Elena Lopez Riera;NA;Luna Pamies;Bárbara Lennie;Nieve de Medina;3,5;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=285786.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=731935.html;Elena Lopez Riera;Espagne;Suisse;Les Films du Losange;4            ;-;Espagnol;15 241 entrées;1;NA;1
El Suplente;14 avril 2023; 1h 50min ;Drame;NA;NA;Diego Lerman;NA;Juan Minujin;Alfredo Castro;Bárbara Lennie;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=306805.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=85838.html;Diego Lerman;Argentine;Italie;NA;0;-;Espagnol;NA;8;3;0
Elle m'a sauvée;13 mars 2023; 1h 30min ;Drame;NA;NA;Ionut Teianu;NA;Juliette Roudet;Laura Sepul;Lio;NA;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=296044.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=636216.html;Ionut Teianu;France;NA;6ter;      ;-;Français;NA;NA;0;0
Elvis;22 juin 2022; 2h 39min ;Biopic;Musical;NA;Baz Luhrmann;NA;Austin Butler;Tom Hanks;Olivia DeJonge;3,8;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=228681.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=15718.html;Baz Luhrmann;U.S.A.;NA;Warner Bros. France;7         16            ;-;Anglais;1 199 679 entrées;2;0;10
Emancipation;9 décembre 2022; 2h 12min ;Action;Drame;Historique;Antoine Fuqua;NA;Will Smith;Ben Foster;Charmaine Bingwa;2,0;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=284509.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=26888.html;Bill Collage;U.S.A.;NA;NA;0;-;Anglais;NA;5;11;1
Emergency;27 mai 2022; 1h 45min ;Comédie;Drame;Thriller;Carey Williams;NA;RJ Cyler;Donald Elise Watkins;Sebastian Chacon;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=299375.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=902708.html;K.D. Dávila;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;NA
Emmett Till;8 février 2023; 2h 10min ;Biopic;Drame;NA;Chinonye Chukwu;NA;Danielle Deadwyler;Jalyn Hall;Whoopi Goldberg;3,1;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=263041.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=858733.html;Michael Reilly;U.S.A.;NA;Universal Pictures International France;1           ;-;Anglais;75 404 entrées;NA;0;0
Emily;15 mars 2023; 2h 10min ;Biopic;Drame;NA;Frances O'Connor;NA;Emma Mackey;Fionn Whitehead;Oliver Jackson-Cohen;3,1;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=283208.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=26692.html;Frances O'Connor;Grande-Bretagne;NA;Wild Bunch Distribution;0;-;Anglais;91 753 entrées;2;0;0
Emily The Criminal;14 novembre 2022; 1h 34min ;Comédie dramatique;Thriller;NA;John Patton Ford;NA;Aubrey Plaza;Theo Rossi;Jonathan Avigdori;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=295517.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=909311.html;John Patton Ford;U.S.A.;NA;NA;1         4            ;-;Anglais;NA;NA;1;0
Empire Of Light;1 mars 2023; 1h 56min ;Drame;Romance;NA;Sam Mendes;NA;Olivia Colman;Micheal Ward;Colin Firth;3,6;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=291817.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=34455.html;Sam Mendes;Grande-Bretagne;U.S.A.;The Walt Disney Company France;5            ;-;Anglais;290 301 entrées;6;10;1
En corps;30 mars 2022; 1h 58min ;Comédie;Comédie dramatique;Drame;Cédric Klapisch;NA;Marion Barbeau;Hofesh Shechter;Denis Podalydès;3,4;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=287738.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=11124.html;Cédric Klapisch;France;NA;StudioCanal;9            ;7,78M€;Français;1 385 302 entrées;8;NA;NA
En même temps;6 avril 2022; 1h 46min ;Comédie;NA;NA;Gustave Kervern;Benoît Delépine;Vincent Macaigne;Jonathan Cohen;India Hair;3,4;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=297305.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=97326.html;Gustave Kervern;France;NA;Ad Vitam;0;2,9 M€;Français;124 979 entrées;6;3;3
En plein choc;16 juin 2022; 1h 39min ;Policier;Drame;Thriller;Fabien Martorell;NA;Langley Kirkwood;Tessa Jubber;Bonko Khoza;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=304780.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=507547.html;Fabien Martorell;Afrique du Sud;NA;NA;0;-;Anglais;NA;0;0;0
En roue libre;29 juin 2022; 1h 29min ;Comédie;NA;NA;Didier Barcelo;NA;Marina Foïs;Benjamin Voisin;Jean-Charles Clichet;3,4;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=291127.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=593821.html;Didier Barcelo;France;NA;Memento Distribution;0;3 M€;Français;63 437 entrées;NA;1;1
End of the Road;9 septembre 2022; 1h 31min ;Policier;Drame;NA;Millicent Shelton;NA;Queen Latifah;Ludacris;Mychala Lee;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=288771.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=48720.html;David Loughery;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;1
Enola Holmes 2;4 novembre 2022; 2h 09min ;Action;Aventure;Policier;Harry Bradbeer;NA;Millie Bobby Brown;Henry Cavill;Helena Bonham Carter;3,3;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=292822.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=165759.html;Jack Thorne;Grande-Bretagne;U.S.A.;NA;0;-;Anglais;NA;1;4;1
Enzo le Croco;30 novembre 2022; 1h 47min ;Comédie;Famille;Musical;Will Speck;Josh Gordon;Doryan Ben;Shawn Mendes;Javier Bardem;2,6;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=251352.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=168213.html;Will Davies;U.S.A.;NA;Sony Pictures Releasing France;0;-;Anglais;516 166 entrées;2;NA;NA
EO;19 octobre 2022; 1h 29min ;Drame;NA;NA;Jerzy Skolimowski;NA;Sandra Drzymalska;Tomasz Organek;Mateusz Kosciukiewicz;4,2;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=303572.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=593.html;Ewa Piaskowska;Pologne;Italie;ARP Sélection;1         8            ;-;Polonais;138 432 entrées;3;0;NA
Ernest et Célestine : le voyage en Charabie;14 décembre 2022; 1h 19min ;Animation;Famille;NA;Julien Chheng;Jean-Christophe Roger (II);Lambert Wilson;Pauline Brunner;Michel Lerousseau;3,7;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=293756.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=520642.html;Guillaume Mautalent;France;NA;StudioCanal;2            ;-;Français;512 368 entrées;0;1;0
Esther 2 : Les Origines;17 août 2022; 1h 39min ;Epouvante-horreur;Thriller;NA;William Brent Bell;NA;Isabelle Fuhrman;Julia Stiles;Rossif Sutherland;2,6;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=287653.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=127662.html;David Coggeshall;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;337 760 entrées;0;0;2
Et le ciel s'assombrit;9 mars 2022; 1h 47min ;Drame;Guerre;NA;Ole Bornedal;NA;Alex Høgh Andersen;Danica Curcic;Susse Wold;NA;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=281865.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18523.html;Ole Bornedal;Danemark;NA;NA;0;-;Danois, Anglais, Allemand, Français;NA;0;NA;0
Et si on s'aimait ?;23 décembre 2022; 1h 30min ;Comédie;Romance;NA;Danny J. Boyle;NA;Emily Tennant;Alec Davin Santos;Jocelyn Gauthier;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=311532.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=786841.html;Hilty Bowen;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;NA
Et toi, c'est pour quand ?;27 décembre 2022; 1h 30min ;Drame;NA;NA;Caroline Du Potet;Eric Du Potet;Blandine Bellavoir;Kevin Garnichat;Alysson Paradis;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=310996.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=227571.html;Caroline Du Potet;France;NA;France 3;0;-;Français;NA;NA;0;0
Eternal Daughter;22 mars 2023; 1h 36min ;Drame;NA;NA;Joanna Hogg;NA;Tilda Swinton;August Joshi;Carly-Sophia Davies;3,5;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=289685.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=236686.html;Joanna Hogg;Grande-Bretagne;U.S.A.;Condor Distribution;4            ;-;Anglais;30 776 entrées;8;5;NA
Etharkkum Thunindhavan;10 mars 2022; 2h 31min ;Action;Thriller;NA;Pandiraj;NA;Suriya;Pugazh;Sathyaraj;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=301029.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=557106.html;NA;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;0;0;NA
Everything Everywhere All at Once;31 août 2022; 2h 19min ;Action;Comédie;Drame;Daniel Scheinert;Daniel Kwan;Michelle Yeoh;Ke Huy Quan;Jamie Lee Curtis;3,9;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=270743.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=607370.html;Daniel Scheinert;U.S.A.;NA;Pathé Live;10         17            ;-;Anglais, Cantonais, Mandarin;343 196 entrées;NA;2;NA
Extra : Allan, Britney et le vaisseau spatial;19 octobre 2022; 1h 20min ;Aventure;Animation;Famille;Amalie Næsby Fick;NA;Louis Næss-Schmidt;Sofie Torp;Jesper Christensen;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=297773.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=828639.html;Amalie Næsby Fick;Danemark;NA;KMBO;0;2,7 M€;Danois;103 235 entrées;NA;NA;NA
F*ck l'Amour, Toujours !;20 mai 2022; 1h 32min ;Comédie;Romance;NA;Appie Boudellah;Aram van de Rest;Yolanthe Cabau;Bo Maerten;Geza Weisz;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=303850.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=889407.html;Appie Boudellah;Pays-Bas;NA;NA;0;-;Néerlandais;NA;NA;0;NA
F3: Fun and Frustration;27 mai 2022; 2h 30min ;Comédie;NA;NA;Anil Ravipudi;NA;Varun Tej;Venkatesh Daggubati;Tamannaah Bhatia;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=298828.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=863913.html;NA;Inde;NA;Friday Entertainment;0;-;Autre;NA;NA;NA;NA
Fairytale;10 mai 2023; 1h 18min ;Expérimental;NA;NA;Alexandre Sokourov;NA;Igor Gromov;Igor Gromov;Vakhtang Kuchava;3,4;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=306096.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=10205.html;Alexandre Sokourov;Russie;NA;Les Films de l'Atalante;0;-;Russe;1 556 entrées;1;NA;NA
Fall;7 décembre 2022; 1h 47min ;Thriller;NA;NA;Scott Mann;NA;Grace Caroline Currey;Virginia Gardner;Mason Gooding;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=305333.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=404585.html;Jonathan Frank;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Falcon Lake;7 décembre 2022; 1h 40min ;Comédie;Comédie dramatique;Drame;Charlotte Le Bon;NA;Joseph Engel;Sara Montpetit;Monia Chokri;3,8;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=289988.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=502307.html;Charlotte Le Bon;France;Canada;Tandem;1         5            ;-;Français, Anglais;28 415 entrées;1;NA;NA
Family Camp;14 février 2023; 1h 51min ;Comédie;Famille;NA;NA;NA;Leigh-Allyn Baker;Gigi Orsillo;Cece Kelly;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=302488.html;NA;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;NA
Family Pack;16 février 2022; 1h 50min ;Comédie;Drame;NA;S Arjun Kumar;NA;Likith Shetty;Amrutha Iyengar;Rangayana Raghu;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=301057.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=905657.html;NA;Inde;NA;NA;0;-;-;NA;NA;NA;NA
Fast & Feel Love;7 novembre 2022; 2h 12min ;Action;Comédie dramatique;Romance;Nawapol Thamrongrattanarit;NA;Nat Kitcharit;Urassaya Sperbund;Anusara Korsamphan;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=305570.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=684922.html;NA;Thaïlande;NA;NA;0;-;Thaï;NA;0;NA;NA
Father Of The Bride;8 février 2023; 1h 52min ;Comédie;Romance;NA;Gaz Alazraki;NA;Andy Garcia;Gloria Estefan;Adria Arjona;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=269634.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=253363.html;Matt Lopez;U.S.A.;NA;Canal +;0;-;Anglais;NA;0;4;0
Fermati qui;17 mars 2023; 1h 47min ;Drame;NA;NA;Luca Solina;NA;Roberta De Santis;Stefano Moretti;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=314534.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=989820.html;NA;Italie;NA;NA;0;-;Italien;NA;NA;NA;NA
Feu follet;14 septembre 2022; 1h 07min ;Comédie;Comédie musicale;Science Fiction;João Pedro Rodrigues;NA;Mauro Costa;André Cabral;Margarida Vila-Nova;4,0;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=303761.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=39059.html;João Pedro Rodrigues;Portugal;France;JHR Films;2            ;-;Portugais, Anglais;16 086 entrées;2;NA;NA
Fièvre Méditerranéenne;14 décembre 2022; 1h 54min ;Comédie;Drame;NA;Maha Haj;NA;Amer Hlehel;Ashraf Farah;Anat Hadid;3,5;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=303881.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=772369.html;Maha Haj;Palestine;France;Dulac Distribution;1         5            ;-;Arabe;10 047 entrées;NA;0;0
Filière Criminelle;23 novembre 2022; 1h 41min ;Action;Policier;Espionnage;Daniel Markowicz;NA;Piotr Witkowski;Antonina Jarnuszkiewicz;Jan Wieczorkowski;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=309923.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=667586.html;NA;Pologne;NA;NA;0;-;Polonais;NA;0;NA;NA
Finis les contes de fées ?;18 juillet 2022; 1h 46min ;Comédie;Famille;NA;Kristoffer Rus;NA;Dorota Kolak;Karolina Gruszka;Andrzej Grabowski;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=305731.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=954575.html;NA;Pologne;NA;NA;0;-;Polonais;NA;NA;0;0
FIR;11 février 2022; 2h 30min ;Action;Thriller;NA;Manu Anand;NA;Vishnu Vishal;Gautham Vasudev Menon;Manjima Mohan;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=300644.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=649837.html;Manu Anand;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;NA;NA
Fire Island;3 juin 2022; 1h 45min ;Comédie;Romance;NA;Andrew Ahn;NA;Joel Kim Booster;Bowen Yang;Margaret Cho;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=294130.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=759918.html;Joel Kim Booster;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;NA
Firestarter;1 juin 2022; 1h 34min ;Fantastique;Epouvante-horreur;Thriller;Keith Thomas (II);NA;Zac Efron;Ryan Kiera Armstrong;Sydney Lemmon;1,8;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=255880.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=887578.html;Scott Teems;U.S.A.;NA;Universal Pictures International France;1           ;-;Anglais;115 654 entrées;NA;2;0
First Love;18 août 2022; 1h 36min ;Drame;Romance;NA;A.J. Edwards;NA;Hero Fiennes Tiffin;Sydney Park;Diane Kruger;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=293133.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=519189.html;A.J. Edwards;U.S.A.;NA;NA;0;-;Anglais;NA;6;0;0
Fisherman's Friends 2;9 mai 2023; 1h 52min ;Comédie;Drame;Musical;Meg Leonard;Nick Moorcroft;James Purefoy;Fiona Button;Richard Harrington;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=282116.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=747715.html;Piers Ashworth;Grande-Bretagne;NA;Alba Films;0;-;Anglais;NA;0;0;0
Flirt avec l'extrême;12 avril 2023; 1h 37min ;Comédie;Drame;NA;Piotr Kumik;NA;Borys Szyc;Maciej Musialowski;Antoni Królikowski;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=307969.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=974008.html;Jakub Ruzyllo;Pologne;NA;NA;0;-;Polonais;NA;NA;0;NA
Fortress: Sniper's Eye;28 avril 2022; 1h 37min ;Action;Thriller;NA;Josh Sternfeld;NA;Jesse Metcalfe;Bruce Willis;Chad Michael Murray;NA;1,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=292606.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=106605.html;Alan Horsnail;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;1
Four Four Forty Four;20 décembre 2022; 1h 51min ;Drame;NA;NA;Izu Ojukwu;NA;Nse Ikpe-Etim;Richard Mofe-Damijo;Atunyota Akpobome;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=311622.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=228683.html;NA;Nigéria;NA;NA;0;-;Anglais;NA;NA;NA;0
Fratè;15 juin 2022; 1h 25min ;Comédie;NA;NA;Karole Rocher;Barbara Biancardini;Thomas Ngijol;Samir Guesmi;Marie-Ange Geronimi;2,9;1,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=303037.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=20995.html;Thomas Ngijol;France;NA;Le Pacte;0;-;Français;53 954 entrées;1;1;2
Frère et soeur;20 mai 2022; 1h 48min ;Drame;NA;NA;Arnaud Desplechin;NA;Marion Cotillard;Golshifteh Farahani;Melvil Poupaud;4,1;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=291947.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=14398.html;Arnaud Desplechin;France;NA;Le Pacte;7            ;-;Français;233 223 entrées;6;15;1
Fresh;4 mars 2022; 1h 54min ;Comédie;Epouvante-horreur;Thriller;Mimi Cave;NA;Daisy Edgar-Jones;Sebastian Stan;Jojo T. Gibbs;2,7;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=286323.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=914151.html;Lauryn Kahn;U.S.A.;NA;NA;0;-;Anglais;NA;NA;1;0
Fullmetal Alchemist : La dernière alchimie;24 septembre 2022; 2h 22min ;Action;Fantastique;NA;Fumihiko Sori;NA;Ryôsuke Yamada;Atomu Mizuishi;Tsubasa Honda;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=302311.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=132307.html;Miyamoto Takeshi;Japon;NA;NA;0;-;Japonais;NA;0;NA;NA
Fullmetal Alchemist : La vengeance de Scar;20 août 2022; 2h 05min ;Action;Fantastique;NA;Fumihiko Sori;NA;Ryôsuke Yamada;Atomu Mizuishi;Mackenyu;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=302310.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=132307.html;Fumihiko Sori;Japon;NA;NA;0;-;Japonais;NA;0;NA;NA
Fumer fait tousser;30 novembre 2022; 1h 20min ;Comédie;NA;NA;Quentin Dupieux;NA;Gilles Lellouche;Vincent Lacoste;Anaïs Demoustier;3,2;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=296128.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=146639.html;Quentin Dupieux;France;NA;Gaumont Distribution;2            ;5,5 M€;Français;178 550 entrées;23;2;4
Funny Pages;22 mai 2023; 1h 26min ;Comédie;NA;NA;Owen Kline;NA;Daniel Zolghadri;Matthew Maher;Maria Dizzia;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=303764.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=60771.html;Owen Kline;U.S.A.;NA;NA;4            ;-;Anglais;NA;NA;0;0
Future Is a Lonely Place;1 octobre 2022; 1h 41min ;Policier;Drame;Thriller;NA;NA;Lucas Gregorowicz;Denis Moschitto;Katharina Schüttler;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=276930.html;NA;NA;Allemagne;NA;NA;6            ;-;Allemand;NA;NA;0;0
Gangubai Kathiawadi;25 février 2022; 2h 34min ;Biopic;Drame;NA;Sanjay Leela Bhansali;NA;Alia Bhatt;Abhinay Raj Singh;Ajay Devgn;NA;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=281662.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=75183.html;Sanjay Leela Bhansali;Inde;NA;Friday Entertainment;1           ;-;Hindi;NA;7;0;NA
Garçon Chiffon;28 octobre 2020; 1h 48min ;Comédie;Drame;NA;Nicolas Maury;NA;Nicolas Maury;Nathalie Baye;Arnaud Valois;3,5;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=277935.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=135987.html;Nicolas Maury;France;NA;Les Films du Losange;11            ;-;Français;55 367 entrées;2;2;8
Gargi;20 juillet 2022; 2h 20min ;Drame;Thriller;NA;Gautham Ramachandran;NA;Sai Pallavi;Kaali Venkat;Aishwarya Lekshmi;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=306265.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=825785.html;Gautham Ramachandran;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;0;NA
Gasoline Alley;11 mai 2022; 1h 37min ;Action;Policier;Thriller;Edward Drake;NA;Bruce Willis;Luke Wilson;Devon Sawa;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=290945.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=898487.html;Tom Sierchio;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Gatta Kusthi;2 décembre 2022; 2h 30min ;Comédie;NA;NA;Chella Ayyavu;NA;Vishnu Vishal;Aishwarya Lekshmi;NA;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=310238.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=979425.html;Chella Ayyavu;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;NA;NA
