Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
The Card Counter;12;2021;44559;112;Drame;Paul Schrader;Oscar Isaac;Tiffany Haddish;3,5;Paul Schrader;U.S.A.;4;Anglais;1;1;1
The Changeling;3;2022;44621;;Epouvante-horreur;Anders Engström;;;;Tab Murphy;Grande-Bretagne;0;Anglais;0;0;0
The Chef;1;2022;44580;94;Drame;Philip Barantini;Stephen Graham;Vinette Robinson;3,7;Philip Barantini;Grande-Bretagne;4;Anglais;0;1;0
The Cursed;5;2023;45076;113;Epouvante-horreur;Sean Ellis;Boyd Holbrook;Kelly Reilly;3,2;Sean Ellis;Grande-Bretagne;5;Anglais;9;0;3
The Cursed;7;2022;44755;110;Epouvante-horreur;Yong-wan Kim;Uhm Ji-won;Ji-so Jung;2,5;Sang-Ho Yeon;Corée du Sud;0;Coréen;;0;
The Deep House;6;2021;44377;85;Epouvante-horreur;Alexandre Bustillo;Camille Rowe;James Jagger;2,1;Alexandre Bustillo;France;0;Anglais;13;0;0
The Dig;1;2021;44226;112;Drame;Simon Stone;Ralph Fiennes;Carey Mulligan;3,7;Moira Buffini;Grande-Bretagne;5;Anglais;0;4;1
The Djinn;4;2022;44652;81;Epouvante-horreur;David Charbonier;Ezra Dewey;Rob Brownstein;1,8;David Charbonier;U.S.A.;0;Anglais;;;0
The Escort;6;2022;44721;110;Romance;Emem Isong;Alexx Ekubo;Molisa Chinda;3,0;;Nigéria;0;Anglais;;0;
The Exam;10;2022;44861;89;Drame;Shawkat Amin Korki;Avan Jamal;Vania Salar;;Shawkat Amin Korki;Allemagne;0;Perse;1;;
The Execution;4;2023;45027;138;Policier;Lado Kvataniya;Evgeniy Tkachuk;Yuliya Snigir;2,6;Lado Kvataniya;Russie;24;Russe;;0;0
The Exorcism of God;9;2022;44811;98;Epouvante-horreur;Alejandro Hidalgo;Joseph Marcell;Maria Gabriela de Faría;2,1;Santiago Ferndez Calvete;U.S.A.;0;Anglais;0;0;0
The Fall of the Queens;2;2022;44599;83;Drame;Lucas zareno Turturro;Male Filmus;Franco Rizzaro;;;Argentine;0;Espagnol;;;
The Fallout;2;2022;44616;92;Drame;Megan Park;Jen Ortega;Maddie Ziegler;3,7;Megan Park;U.S.A.;0;Anglais;0;0;1
The Feast;9;2022;44826;93;Epouvante-horreur;Lee Haven Jones;Annes Elwy;Nia Roberts;2,3;Roger Ross Williams;Grande-Bretagne;0;Anglais;0;;0
The French Dispatch;10;2021;44496;108;Comédie;Wes Anderson;Timothée Chalamet;Léa Seydoux;3,3;Wes Anderson;U.S.A.;17;Anglais;7;8;5
The Gateway;3;2022;44636;91;Drame;Michele Civetta;Shea Whigham;Olivia Munn;2,3;Alex Felix Bendaña;U.S.A.;0;Anglais;0;0;0
The Ghost in the Machine;1;2021;44197;;Biopic;;;;;;U.S.A.;0;Anglais;;0;0
The Giants;12;2022;44896;78;Drame;Bonifacio Angius;Stefano Deffenu;Stefano Manca di Villahermosa;2,7;Bonifacio Angius;Italie;0;Italien;1;0;0
The Grand Duke of Corsica;9;2022;44815;93;Comédie;Daniel Graham;Timothy Spall;Peter Stormare;2,8;Daniel Graham;Grande-Bretagne;0;Anglais, Allemand;0;2;0
The Guilty;10;2021;44470;90;Drame;Antoine Fuqua;Jake Gyllenhaal;Riley Keough;3,1;Nic Pizzolatto;U.S.A.;0;Anglais;5;3;1
The Harder They Fall;11;2021;44503;136;Drame;Jeymes Samuel;Jothan Majors;Idris Elba;2,9;Jeymes Samuel;U.S.A.;;Anglais;;1;4
The Haunted Hotel;5;2023;45050;94;Comédie;Jean Campbell Hogg;Reece Ritchie;Hugh Fraser;;Joshua Dickinson;Grande-Bretagne;0;Anglais;;0;0
The House Next Door: Meet the Blacks 2;10;2022;44865;97;Comédie;Deon Taylor;Mike Epps;Danny Trejo;2,0;Corey Harrell;U.S.A.;0;Anglais;0;0;0
The Humans;8;2022;44785;107;Comédie;Stephen Karam;Richard Jenkins;Jayne Houdyshell;3,0;Stephen Karam;U.S.A.;0;Anglais;;1;0
The Innocents;2;2022;44601;117;Drame;Eskil Vogt;Rakel Lenora Fløttum;Alva Brynsmo Ramstad;3,4;Eskil Vogt;Norvège;310;Norvégien;8;;
The Journey;1;2023;44946;110;Action;Kobun Shizuno;Jennie Kwan;Johnny Yong Bosch;;Atsuhiro Tomioka;Arabie Saoudite;0;Arabe, Japois;0;0;0
The Judgement;5;2022;44696;130;Drame;Sander Burger;Fedja Van Huet;Yorick Van Wageningen;3,2;Sander Burger;Pays-Bas;0;Néerlandais;0;0;0
The King's Man : Première Mission;12;2021;44559;131;Action;Matthew Vaughn;Ralph Fiennes;Gemma Arterton;3,4;Matthew Vaughn;Grande-Bretagne;0;Anglais;4;4;1
The Kissing Booth 3;8;2021;44419;113;Comédie;Vince Marcello;Joey King;Jacob Elordi;2,4;Jay Arnold;U.S.A.;0;Anglais;0;3;0
The Last Son;12;2021;44543;98;Action;Tim Sutton;Sam Worthington;Machine Gun Kelly;2,0;Greg Johnson;U.S.A.;5;Anglais;1;0;0
The last war of the worlds;6;2022;44721;88;Science Fiction;;Emily Killian;Anthony Jensen;1,8;;U.S.A.;0;Anglais;;;0
The Last Warrior: Root of Evil;5;2022;44706;121;Aventure;Dmitriy Dyachenko;Viktor Khorinyak;Mila Sivatskaya;2,0;Pavel Danilov;Russie;0;Russe;;;
The Lost Daughter;12;2021;44561;122;Drame;Maggie Gyllenhaal;Olivia Colman;Jessie Buckley;2,9;Maggie Gyllenhaal;U.S.A.;110;Anglais;2;10;2
The Manor;10;2021;44477;81;Epouvante-horreur;Axelle Carolyn;Barbara Hershey;Bruce Davison;1,7;Axelle Carolyn;U.S.A.;0;Anglais;0;2;1
The Map Of Tiny Perfect Things;2;2021;44239;98;Comédie;Ian Samuels;Kathryn Newton;Kyle Allen;3,4;Lev Grossman;U.S.A.;0;Anglais;0;0;0
The Medium;6;2022;44727;131;Epouvante-horreur;Banjong Pisanthakun;rilya Gulmongkolpech;Sawanee Utoomma;2,6;Banjong Pisanthakun;Thaïlande;1;Thaï;0;;
The Night Clerk;4;2020;43950;90;Policier;Michael Cristofer;Tye Sheridan;A de Armas;2,2;Michael Cristofer;U.S.A.;0;Anglais;0;1;1
The North Sea;6;2022;44719;106;Action;John Andreas Andersen;Kristine Kujath Thorp;Rolf Kristian Larsen;3,2;Harald Rosenløw-Eeg;Norvège;0;Norvégien;0;;0
The Novice;1;2023;44937;97;Drame;Lauren Hadaway;Isabelle Fuhrman;Amy Forsyth;3,2;Lauren Hadaway;U.S.A.;5;Anglais;;0;0
The Possessed;11;2022;44882;95;Epouvante-horreur;Chris Sun;John Jarratt;Lincoln Lewis;1,7;Chris Sun;Australie;0;Anglais;;0;0
The Power of the Dog;12;2021;44531;128;Drame;Jane Campion;Benedict Cumberbatch;Kirsten Dunst;3,5;Jane Campion;Grande-Bretagne;722;Anglais;6;1;1
The Priest;4;2021;44299;147;Drame;;Manju Warrier;Nikhila Vimal;;;Inde;0;-;;;
The Protégé;12;2021;44557;101;Action;Martin Campbell;Maggie Q;Samuel L. Jackson;3,0;Richard Wenk;U.S.A.;0;Anglais;1;1;4
The Razz Guy;11;2022;44879;99;Comédie;Udoka Oyeka;Lasisi Elenu;Broda Shaggi;;;Nigéria;0;Anglais;;;
The Replacement;2;2022;44602;;Action;Óscar Aibar;Ricardo Gómez;Vicky Luengo;3,4;Óscar Aibar;Espagne;0;Espagnol;4;;0
The Requin;5;2022;44699;89;Thriller;Le-Van Kiet;Alicia Silverstone;James Tupper;1,0;Le-Van Kiet;U.S.A.;1;Anglais;;1;0
The Resort;1;2022;44566;75;Epouvante-horreur;;Bianca Haase;Brock O'Hurn;0,9;;U.S.A.;0;Anglais;;0;0
The Retaliators;9;2022;44819;110;Epouvante-horreur;Samuel Gonzalez Jr.;Michael Lombardi;Marc Menchaca;2,8;Darren Geare;U.S.A.;0;Anglais;;;0
The Sadness;7;2022;44748;100;Epouvante-horreur;Rob Jabbaz;Regi Lei;Berant Zhu;2,7;Rob Jabbaz;Taïwan;5;Mandarin;;;
The Seed;8;2022;44777;91;Epouvante-horreur;Sam Walker;Lucy Martin (II);Chelsea Edge;1,4;Sam Walker;U.S.A.;1;Anglais;0;;
The Seven Deadly Sins: Cursed by Light;10;2021;44470;79;Action;Takayuki Hama;Sora Amamiya;Jun Fukuyama;3,1;Rintarou Ikeda;Japon;0;Japois;0;0;0
The Seventh Day;6;2021;44371;87;Epouvante-horreur;Justin P. Lange;Guy Pearce;Vadhir Derbez;1,7;Justin P. Lange;U.S.A.;0;Anglais;;1;
The Soul;11;2022;44872;125;Drame;Wei-Hao Cheng;Chen Chang;Janine Chun-Ning Chang;3,0;Wei-Hao Cheng;Chine;0;Chinois, Anglais;0;0;0
The Stranger;4;2023;45035;112;Drame;Ameer Fakher Eldin;Ashraf Barhoum;Amal Kais;3,4;Ameer Fakher Eldin;Palestine;0;Arabe;;0;
The Suicide Squad;7;2021;44405;132;Action;James Gunn;Margot Robbie;Idris Elba;3,3;James Gunn;U.S.A.;0;Anglais;1;12;4
The Survivalist;2;2022;44615;91;Action;Jon Keeyes;Jothan Rhys-Meyers;John Malkovich;1,4;Matthew Rogers (III);U.S.A.;0;Anglais;0;1;1
The Tender Bar;1;2022;44568;106;Biopic;George Clooney;Ben Affleck;Tye Sheridan;3,4;William Mohan;U.S.A.;1;Anglais;15;14;1
The Throne;3;2023;45002;74;Drame;Percy L. Maboane;David Mello;Sipho Eric Ndlovu;;;Afrique du Sud;0;Anglais;;0;
The Tomorrow War;7;2021;44379;140;Action;Chris McKay;Chris Pratt;Yvonne Strahovski;3,3;Zach Dean;U.S.A.;0;Anglais;1;0;3
The Tragedy of Macbeth;1;2022;44575;105;Drame;Joel Coen;Denzel Washington;Frances McDormand;3,4;Joel Coen;U.S.A.;5;Anglais;15;8;10
The Trip;10;2021;44488;114;Action;Tommy Wirkola;Noomi Rapace;Aksel Hennie;3,4;Tommy Wirkola;Norvège;0;Norvégien;2;2;1
The Wait;1;2023;44943;121;Drame;Yemi Morafa;Nse Ikpe-Etim;Deyemi Okanlawon;;;Nigéria;0;Anglais;;;0
The Wait;6;2022;44725;101;Drame;Aku Louhimies;Inka Kallén;Andrei Alén;3,3;Aku Louhimies;Finlande;0;Finnois;5;;
The Way;1;2023;44949;90;Action;Dastan Khalili;Eli Jane;Kelcey Watson;;;U.S.A.;0;Anglais;;0;
The Whole Truth;12;2021;44532;125;Drame;Wisit Sasatieng;Sutatta Udomsilp;Mac ttapat Nimjirawat;2,1;Abishek J. Bajaj;Thaïlande;0;Thaï;1;;
The Winter Lake;6;2022;44735;92;Drame;Phil Sheerin;Anson Boon;Emma Mackey;2,5;David Turpin;Irlande;0;Anglais;;0;0
The Witcher : le cauchemar du Loup;8;2021;44431;83;Animation;Kwang Il Han;Theo James;Graham McTavish;3,8;Beau DeMayo;U.S.A.;0;Anglais;;0;0
The Yin-Yang Master: Dream of Eternity;9;2021;44448;132;Action;Jingming Guo;Mark Chao;Allen Deng;3,5;Jingming Guo;Chine;0;Chinois;;0;
Thimmarusu: Assignment Vali;11;2022;44877;124;Policier;;Satyadev Kanchara;;2,9;;Inde;0;Autre;;0;0
Thomas le dissident;2;2023;44970;157;Biopic;Andreas Kleinert;Albrecht Schuch;Jella Haase;2,6;Thomas Wendrich;Allemagne;0;Allemand;0;1;0
Thunder Force;4;2021;44295;105;Action;Ben Falcone;Melissa McCarthy;Octavia Spencer;1,6;Ben Falcone;U.S.A.;0;Anglais;0;6;5
Tick, Tick…Boom!;11;2021;44519;121;Biopic;Lin-Manuel Miranda;Andrew Garfield;Vanessa Hudgens;4,0;Steven Levenson;U.S.A.;13;Anglais;6;10;3
Till Death;8;2021;44427;90;Epouvante-horreur;S.K. Dale;Megan Fox;Eoin Macken;2,4;Jason Carvey;U.S.A.;0;Anglais;;1;0
Time Is Up;1;2022;44563;108;Drame;Elisa Amoruso;Bella Thorne;Benjamin Mascolo;2,1;Elisa Amoruso;Italie;0;Anglais;;0;
Titane;7;2021;44391;108;Drame;Julia Ducouru;Vincent Lindon;Agathe Rousselle;2,6;Julia Ducouru;France;419;Français;12;6;
To Kill the Beast;7;2022;44755;80;Drame;Agusti San Martín;Tamara Rocca;A Brun;1,9;Agusti San Martín;Brésil;0;Portugais, Espagnol;;;
Toofaan;7;2021;44392;163;Action;Rakeysh Omprakash Mehra;Farhan Akhtar;Mrul Thakur;3,0;Anjum Rajabali;Inde;0;Hindi;4;1;0
Together;3;2022;44648;91;Comédie;Stephen Daldry;James McAvoy;Sharon Horgan;2,8;Dennis Kelly;Grande-Bretagne;0;Anglais;25;2;1
Toi et moi à Noël;12;2021;44558;85;Romance;Jessica Harmon;talie Dreyfuss;Harrison Coe;2,8;Ansley Gordon;U.S.A.;0;Anglais;0;0;0
Toi, lui, elle et nous;10;2021;44484;88;Comédie dramatique;Florian Gottschick;Nilam Farooq;Paula Kalenberg;2,4;Florian Gottschick;Allemagne;0;Allemand;0;0;0
Tokyo Shaking;6;2021;44370;101;Drame;Olivier Peyon;Karin Viard;Stéphane Bak;2,9;Olivier Peyon;France;0;Français;3;11;0
Tollbooth;5;2022;44703;83;Comédie;Ryan Andrew Hooper;Michael Smiley;Annes Elwy;2,5;Matt Redd;Grande-Bretagne;0;Anglais;;1;
Tom;5;2022;44692;87;Drame;Fabienne Berthaud;Tanguy Mercier;dia Tereszkiewicz;3,2;Fabienne Berthaud;France;0;Français;2;;0
Tom et Jerry;5;2021;44335;101;Animation;Tim Story;Chloë Grace Moretz;Frank Welker;2,3;Katie Silberman;U.S.A.;0;Anglais;2;2;0
Tom Medi;8;2021;44412;100;Drame;Tony Gatlif;David Murgia;Slimane Dazi;2,9;Tony Gatlif;France;0;Français, Espagnol, Autre;4;1;2
Toubab – Pour le meilleur et pour le pire;5;2023;45064;97;Comédie;Florian Dietrich;Farba Dieng;Julius Nitschkoff;3,3;Florian Dietrich;Allemagne;0;Allemand, Français, Anglais;0;;0
Touchées;9;2022;44826;90;Comédie dramatique;Alexandra Lamy;Mélanie Doutey;Claudia Tagbo;4,0;Solen Roy-Pageult;France;0;Français;3;1;0
Toukin, le chien-requin : Squalloween !;10;2021;44484;24;Animation;Simon Pike;Liz Burnette;Ian James Corlett;;;U.S.A.;0;Anglais;;0;0
Tous en scène 2;12;2021;44552;110;Animation;Garth Jennings;Matthew McCoughey;Jenifer Bartoli;4,1;Garth Jennings;U.S.A.;0;Anglais;3;8;0
Tous en scène à Noël;12;2021;44537;84;Romance;Pat Kiely;Heather Hemmens;Luke MacFarlane;3,2;Jamie Pachino;U.S.A.;0;Anglais;0;0;0
Tous les garçons et les filles;1;2022;44566;64;Comédie;Charline Bourgeois-Tacquet;Aïs Demoustier;Sigrid Bouaziz;3,8;;France;0;Français;4;5;0
Tout s'est bien passé;9;2021;44461;109;Comédie;François Ozon;Sophie Marceau;André Dussollier;3,5;François Ozon;France;14;Français;7;3;4
Toute la vérité : Dans une autre vie;9;2022;44819;90;Policier;Jens Wischnewski;Christi Hecke;Robin Sondermann;3,2;Zora Holt;Allemagne;0;Allemand;0;0;
Toute la vérité : Un cri sous l’eau;2;2022;44609;90;Policier;Miguel Alexandre;Christi Hecke;Robin Sondermann;2,9;Zora Holtfreter;Allemagne;0;Allemand;0;0;
Toxique;10;2021;44482;93;Epouvante-horreur;Claudia Llosa;María Valverde;Guillermo Pfening;1,6;Claudia Llosa;Chili;0;Espagnol;1;0;1
Trapped;11;2022;44893;;Drame;;;;;;Egypte;0;Arabe;;0;0
Tre Piani;11;2021;44510;120;Comédie;nni Moretti;Margherita Buy;Riccardo Scamarcio;3,5;nni Moretti;Italie;12;Italien;7;1;0
Tribhanga;10;2022;44858;95;Drame;Ajay Devgn;Mithila Palkar;Kual Roy Kapur;3,1;Renuka Shahane;Inde;0;Hindi;2;;0
Trigger Point;5;2022;44685;80;Action;;Barry Pepper;Laura Vandervoort;1,9;;Cada;0;Anglais;;1;0
Trois vœux pour Cendrillon;2;2023;44959;;Famille;Cecilie A. Mosli;Astrid S;Cengiz Al;2,6;Kamilla Krogsveen;Norvège;0;Norvégien;0;;
Tromperie;12;2021;44559;105;Drame;Arud Desplechin;Denis Podalydès;Léa Seydoux;2,3;Arud Desplechin;France;1;Français;6;10;5
True Things;8;2022;44787;102;Drame;Harry Wootliff;Ruth Wilson;Tom Burke;2,5;Harry Wootliff;Grande-Bretagne;3;Anglais;;1;0
Tú eres mi problema;12;2021;44546;111;Comédie dramatique;Alvaro Curiel;Bárbara Mori;Santiago Barajas;;Alvaro Curiel;Mexique;0;Espagnol;6;;
Tuck Jagadish;9;2021;44448;;Action;Shiva Nirva;Ritu Varma;ni;3,0;;Inde;0;-;;;
Twist;5;2021;44342;92;Action;Martin Owen;Raff Law;Rita Ora;1,7;John Wrathall;Grande-Bretagne;2;Anglais;0;0;0
Twist À Bamako;1;2022;44566;129;Drame;Robert Guédiguian;Stéphane Bak;Alicia Da Luz Gomes;3,3;Robert Guédiguian;France;0;Français;2;0;
U Get What U Kiss 2;2;2023;44960;90;Comédie;Camelia Popa;Alin Panc;Alexandru Pop;;;Roumanie;0;Romani;;0;
Ultrasound;11;2022;44880;;Science Fiction;Roberto Schroeder;Vincent Kartheiser;Chelsea Lopez;2,5;Conor Stechschulte;U.S.A.;0;Anglais;0;0;0
Un after mortel;9;2021;44441;109;Comédie;Stephen Herek;Victoria Justice;Adam Garcia;2,7;Carrie Freedle;U.S.A.;0;Anglais;0;0;0
Un amour sans commune mesure;11;2021;44518;94;Comédie;;Julia Paes;Leandro Hassum;2,8;;Brésil;0;Portugais;;0;0
Un autre monde;2;2022;44608;96;Drame;Stéphane Brizé;Vincent Lindon;Sandrine Kiberlain;4,0;Stéphane Brizé;France;3;Français;2;6;4
Un Château pour Noël;11;2021;44526;98;Comédie;Mary Lambert;Brooke Shields;Cary Elwes;2,3;Neal H. Dobrofsky;U.S.A.;0;Anglais;3;1;0
Un Dragon en forme de nuage;12;2021;44549;89;Comédie dramatique;Sergio Castellitto;Sergio Castellitto;Bérénice Bejo;2,7;Ettore Scola;Italie;0;Italien, Français;1;1;5
Un espion ordiire;6;2021;44370;112;Biopic;Dominic Cooke;Benedict Cumberbatch;Merab Ninidze;3,9;Tom O'Connor (II);Grande-Bretagne;0;Anglais;;1;0
Un été à Cold Spring;2;2016;42401;99;Drame;Rebecca Eskreis;Madelyn Cline;Lukas Gage;2,5;Rebecca Eskreis;U.S.A.;0;Anglais;;0;0
Un garçon nommé Noël;2;2016;42401;104;Aventure;Gil Ken;Henry Lawfull;Jim Broadbent;3,5;Gil Ken;Grande-Bretagne;0;Anglais;4;;6
Un héros;12;2021;44545;128;Drame;Asghar Farhadi;Amir Jadidi;Mohsen Tabandeh;3,8;Asghar Farhadi;Iran;212;Perse;14;;0
Un homme en colère;6;2021;44363;119;Action;Guy Ritchie;Jason Statham;Holt McCallany;3,6;Guy Ritchie;U.S.A.;0;Anglais;1;1;0
Un marché de noël providentiel;11;2021;44502;90;Comédie;Corey Sevier;Brooke Nevin;Corey Sevier;3,1;Kate Pragnell;Cada;0;Anglais;0;0;0
Un monde;1;2022;44587;75;Drame;Laura Wandel;Maya Vanderbeque;Günter Duret;3,7;Laura Wandel;Belgique;8;Français;;;
Un monde pour Julius;4;2022;44671;94;Drame;Rossa Diaz Costa;Mayella Lloclla;Fiorella de Ferrari;3,5;Rossa Diaz Costa;Pérou;0;Espagnol;0;;
Un Noël Chez Les Loud;2;2023;44968;64;Comédie;Jothan Judge;Wolfgang Schaeffer;Jahzir Bruno;2,6;Liz Maccie;U.S.A.;0;Anglais;0;;
Un Noël en Californie : Les lumières de la ville;12;2021;44546;90;Comédie;Shaun Paul Piccinino;Lauren Swickard;Josh Swickard;2,3;Lauren Swickard;U.S.A.;0;Anglais;0;;
Un Noël pour deux : coup de foudre en ville;10;2022;44841;83;Romance;Sean Mcmara;Kimberly Williams-Paisley;Ashley Williams;3,0;Erik Patterson;U.S.A.;0;Anglais;0;0;0
Un Noël pour deux : retour à la maison;11;2022;44876;90;Romance;Sean Mcmara;Kimberly Williams-Paisley;Ashley Williams;2,9;Erik Patterson;U.S.A.;0;Anglais;0;0;0
Un Noël saupoudré d'amour;10;2022;44865;90;Comédie;Ellie Kanner;Molly McCook;Aaron O'Connell;3,0;Ellie Kanner;U.S.A.;0;Anglais;0;0;0
Un Noël surprise à New York;12;2022;44911;84;Romance;Keith Powell;Olivia Washington;Will Adams;2,8;Monique N. Matthews;U.S.A.;0;Anglais;0;0;1
Un papa hors pair;9;2021;44448;109;Comédie;Paul Weitz;Kevin Hart;DeWanda Wise;3,6;Paul Weitz;U.S.A.;0;Anglais;3;0;0
Un petit problème;9;2021;44441;94;Comédie;Roberto Fiesco Trejo;Alfonso Dosal;Regi Blandón;2,8;Mariano Vera;Mexique;0;Espagnol;0;;
Un prince à New York 2;3;2021;44260;110;Comédie;Craig Brewer;Eddie Murphy;Arsenio Hall;2,0;Kenya Barris;U.S.A.;1;Anglais;0;7;0
Un Prince en cadeau;11;2022;44868;85;Romance;T.W. Peacocke;Jen Lilley;Brendan Fehr;3,1;;U.S.A.;0;Anglais;0;0;0
Un tour chez ma fille;6;2021;44363;89;Comédie;Eric Lavaine;Josiane Balasko;Mathilde Seigner;2,4;Eric Lavaine;France;1;Français;6;3;2
Un Triomphe;9;2021;44440;107;Comédie;Emmanuel Courcol;Kad Merad;David Ayala;3,9;Emmanuel Courcol;France;210;Français;5;4;0
Une affaire de détails;3;2021;44285;128;Policier;John Lee Hancock;Denzel Washington;Rami Malek;3,1;John Lee Hancock;U.S.A.;1;Anglais;1;8;4
Une carte d'amour pour Noël;12;2022;44907;84;Romance;David Weaver;Alison Sweeney;Erica Durance;2,7;Amyn Kaderali;U.S.A.;0;Anglais;0;0;2
Une femme dans l’ombre;8;2022;44798;90;Drame;Felix Karolus;Senta Berger;Peter Simonischek;3,1;Florian Iwersen;Allemagne;0;Allemand;;0;1
Une histoire d'amour et de désir;9;2021;44440;102;Drame;Leyla Bouzid;Sami Outalbali;Zbeida Belhajamor;3,8;Leyla Bouzid;France;19;Français, Arabe;3;1;
Une invitation ittendue pour Noël;11;2021;44522;84;Romance;R.C. Newey;Amy Acker;Warren Christie;3,3;Tamar Laddy;U.S.A.;0;Anglais;;0;0
Une jeune fille disparaît;9;2022;44826;90;Policier;Markus Imboden;Heino Ferch;Rold Kukulies;3,2;Fred Breinersdorfer;Allemagne;0;Allemand;0;1;0
Une jeune fille qui va bien;1;2022;44587;98;Drame;Sandrine Kiberlain;Rebecca Marder;André Marcon;3,3;Sandrine Kiberlain;France;25;Français;4;1;1
Une mère;3;2022;44643;87;Drame;Sylvie Audcoeur;Karin Viard;Darren Muselet;2,9;Sylvie Audcoeur;France;0;Français;0;11;0
Une New-yorkaise à la ferme;3;2022;44636;84;Romance;David Winning;Autumn Reeser;Andrew W. Walker;2,9;Audrey Shulman;U.S.A.;0;Français;0;0;0
Une proposition de rêve pour Noël;11;2022;44879;87;Romance;Martin Wood;Adam Rodriguez;Jessica Camacho;3,3;Mark Amato;U.S.A.;0;Anglais;1;0;0
Une robe pour Mrs. Harris;11;2022;44867;116;Comédie;Anthony Fabian;Lesley Manville;Isabelle Huppert;3,5;Carroll Cartwright;Grande-Bretagne;3;Anglais, Français;;4;19
Une Sacrée Union;11;2021;44505;140;Comédie;;Abhimanyu Dasani;Sanya Malhotra;3,0;;Inde;0;Hindi;;;
Une star pour Noël;12;2021;44532;105;Romance;John Stimpson;Jamie Perez;Thomas McDonell;2,8;John Stimpson;U.S.A.;0;Anglais;0;;0
Upcoming Summer;10;2021;44472;115;Drame;Leste Chen;Zi-feng Zhang;Lei Wu;2,4;;Chine;0;Chinois;6;;0
Utama : La Terre Oubliée;5;2022;44692;88;Drame;Alejandro Loayza Grisi;José Calci;Luisa Quispe;3,9;Alejandro Loayza Grisi;Bolivie;0;Espagnol;;;
Vaillante;2;2022;44594;93;Animation;Laurent Zeitoun;Alice Pol;Alice Pol;3,4;Laurent Zeitoun;France;0;Anglais;4;1;1
Vakeel Saab;4;2021;44315;;Drame;Venu Sriram;Pawan Kalyan;Prakash Raj;;;Inde;0;-;0;0;0
Val;1;2022;44580;81;Comédie;Aaron Fradkin;Misha Reeves;Zachary Mooren;1,5;Aaron Fradkin;U.S.A.;0;Anglais;;;
Valenti;3;2023;45007;65;Aventure;Chelo Loureiro;Laetitia Casta;Jeanne Métivier;2,7;Chelo Loureiro;Espagne;0;Espagnol;;1;
Van Gogh In Love;5;2022;44699;;Romance;Jean-Luc Ayach;Frédéric Diefenthal;Hande Kodja;3,1;Jean-Luc Ayach;France;0;Français;0;1;2
Van Helsing Reboot;11;2021;44508;;Epouvante-horreur;Julius Avery;;;3,5;Julius Avery;U.S.A.;0;Anglais;1;0;0
Vanishing;4;2022;44656;87;Drame;Denis Dercourt;Olga Kurylenko;Yoo Yeon-Seok;2,2;Denis Dercourt;France;0;Français, Coréen, Anglais;11;0;
Vanquish;11;2021;44517;95;Action;George Gallo;Ruby Rose;Morgan Freeman;1,9;George Gallo;U.S.A.;1;Anglais;4;0;6
Varsovie 83, une affaire d'État;5;2022;44685;159;Drame;Jan P. Matuszynski;Tomasz Zietek;Sandra Korzeniak;4,0;Kaja Krawczyk-Wnuk;Pologne;3;Polois;1;0;
Vengeance is Mine, All Others Pay Cash;11;2022;44893;114;Action;Edwin;Marthino Lio;Ladya Cheryl;3,0;Eka Kurniawan;Indonésie;0;Indonésien;0;;0
Venom: Let There Be Carge;10;2021;44489;98;Action;Andy Serkis;Tom Hardy;Woody Harrelson;2,1;Kelly Marcel;U.S.A.;0;Anglais;1;1;2
Vinski et la poudre magique;1;2023;44929;85;Aventure;Juha Wuolijoki;Martti Suosalo;Mikko Leppilampi;2,8;Juha Wuolijoki;Finlande;0;Finnois;0;0;
Vinterviken;9;2021;44448;91;Drame;Alexis Almström;Elsa Öhrn;Mustapha Aarab;2,5;Dunja Vujovic;Suède;0;Suédois;;;
Vivo;8;2021;44417;99;Aventure;Brandon Jeffords;Lin-Manuel Miranda;Yiraly Simo;3,4;Quiara Alegria Hudes;U.S.A.;0;Anglais;;6;
Voisins;3;2023;45000;130;Drame;Mano Khalil;Jalal Altawil;Jay Abdo;3,1;Mano Khalil;Suisse;0;Kurde, Arabe, Hebreu, Anglais;0;;0
Vortex;4;2022;44664;142;Drame;Gaspar Noé;Françoise Lebrun;Dario Argento;3,6;Gaspar Noé;France;4;Français;2;1;4
Vous pouvez embrasser la demoiselle d'honneur;5;2021;44336;90;Comédie;Caroline Labrèche;Tori Anderson;Julia Borsellino;2,5;;Cada;0;Anglais, Français;0;0;
Voyage Of The Chimera;5;2023;45076;84;Science Fiction;Michael Gates (II);Kyle Cruz-Cordova;Brian kanishi;;Michael Gates (II);U.S.A.;0;Anglais;;;
Voyagers;5;2021;44342;108;Aventure;Neil Burger;Tye Sheridan;Lily-Rose Depp;2,2;Neil Burger;U.S.A.;0;Anglais;4;1;4
Voyeurs;9;2021;44449;116;Thriller;Michael Mohan;Sydney Sweeney;Justice Smith;3,0;Michael Mohan;U.S.A.;0;Anglais;1;0;1
VR Fighter;4;2023;45021;82;Action;;Siu-Wong Fan;;2,3;;Chine;0;Chinois;;0;0
WarHunt;3;2022;44636;92;Action;Mauro Borrelli;Mickey Rourke;Jackson Rathbone;2,2;Mauro Borrelli;U.S.A.;0;Anglais;0;4;2
Warning;11;2021;44519;130;Action;Amar Hundal;Gippy Grewal;Prince KJ;3,2;;Inde;0;Autre;;0;
