Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Safer at Home;2 juin 2022; 1h 22min ;Epouvante-horreur;Thriller;NA;Will Wernick;NA;Jocelyn Hudon;Emma Lahana;Alisa Allapach;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=289993.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=790120.html;Will Wernick;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Saina;22 avril 2021; 2h 15min ;Drame;NA;NA;Amole Gupte;NA;Parineeti Chopra;Paresh Rawal;Ankur Vikal;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=291480.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=556134.html;NA;Inde;NA;NA;0;-;Hindi;NA;0;0;1
Saloum;25 janvier 2023; 1h 24min ;Epouvante-horreur;Thriller;NA;Jean-Luc Herbulot;NA;Yann Gael;Evelyne Ily J.;Roger Salah;3,2;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=295244.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=241698.html;Jean-Luc Herbulot;Sénégal;France;CGR EVENTS;1           ;-;Wolof, Français;1 175 entrées;0;0;NA
Salpetta;21 juillet 2021; 2h 53min ;Action;Drame;NA;Pa Ranjith;NA;Arya;John Kokken;Kalaiyarasan;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=288747.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=418917.html;NA;Inde;NA;NA;0;-;Tamoul;NA;0;0;NA
Salute;14 janvier 2022; 2h 24min ;Action;Thriller;NA;Roshan Andrews;NA;Dulquer Salmaan;Manoj K. Jayan;Diana Penty;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=299918.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=421649.html;NA;Inde;NA;Friday Entertainment;0;-;Autre;NA;0;0;0
Sam le pompier & le mystérieux Super-Héros;13 octobre 2021; 0h 58min ;Aventure;Animation;Comédie;NA;NA;NA;NA;NA;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=296494.html;NA;NA;NA;NA;Pathé Live;0;-;-;NA;NA;0;0
Samhain;7 décembre 2022; 1h 33min ;Drame;Epouvante-horreur;NA;Kate Dolan;NA;Carolyn Bracken (II);Hazel Doupe;Jade Jordan;3,3;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=293141.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=934948.html;Kate Dolan;Irlande;NA;Star Invest Films France;1         4            ;-;Anglais;9 035 entrées;NA;NA;0
Sans aucun remords;30 avril 2021; 1h 50min ;Action;Espionnage;Thriller;Stefano Sollima;NA;Michael B. Jordan;Jodie Turner-Smith;Jamie Bell;3,1;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=109755.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=266035.html;Taylor Sheridan;U.S.A.;NA;NA;0;-;Anglais;NA;1;2;0
Sans Issue;24 avril 2023; 1h 50min ;Thriller;NA;NA;Darko Nikolic;NA;Andjelka Prpic;Ljubomir Bandovic;Vladimir Aleksic;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=290633.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=746294.html;Marko Popovic;Serbie;NA;NA;0;-;Serbe;NA;0;NA;0
Sans répit;25 février 2022; 1h 36min ;Action;Policier;Thriller;Régis Blondeau;NA;Franck Gastambide;Simon Abkarian;Michaël Abiteboul;2,8;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=291593.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=45219.html;Régis Blondeau;France;NA;NA;0;-;Français;NA;0;6;0
Sans Toi;12 janvier 2022; 1h 16min ;Drame;Romance;NA;Sophie Guillemin;NA;Thierry Godard;Sophie Guillemin;Lino Godard;2,3;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=298169.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=27248.html;Sophie Guillemin;France;NA;Elkin Communication;0;-;Français;40 entrées;2;0;2
Sans un bruit 2;16 juin 2021; 1h 37min ;Fantastique;Epouvante-horreur;Thriller;John Krasinski;NA;Emily Blunt;John Krasinski;Cillian Murphy;3,4;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=264385.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=125110.html;John Krasinski;U.S.A.;NA;Paramount Pictures France;1           ;-;Anglais;646 245 entrées;2;1;2
Sardar Udham;15 octobre 2021; 2h 42min ;Biopic;Bollywood;Drame;Shoojit Sircar;NA;Vicky Kaushal;Stephen Hogan;Sam Redford;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=275519.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=570022.html;NA;Inde;NA;NA;0;-;Hindi;NA;0;0;0
SAS: Rise of the Black Swan;27 août 2021; 2h 04min ;Action;Thriller;NA;Magnus Martens;NA;Sam Heughan;Ruby Rose;Andy Serkis;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=229008.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=562324.html;Chad Thumann;Grande-Bretagne;Hongrie;NA;0;-;Anglais;NA;2;0;0
Satyameva Jayate 2;25 novembre 2021; 2h 20min ;Action;Drame;NA;Milap Zaveri;NA;John Abraham (II);Divya Khosla Kumar;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=297386.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=787476.html;NA;Inde;NA;Friday Entertainment;0;-;Hindi;NA;0;0;NA
Sauver qui est mort;2 mai 2023; 1h 30min ;Drame;NA;NA;Václav Kadrnka;NA;Vojtěch Dyk;Zuzana Mauréry;Petr Salavec;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=295729.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=505787.html;Václav Kadrnka;République tchèque;Slovaquie;NA;0;-;Tchèque;NA;1;NA;0
Sauvetage au sommet;8 février 2023; 1h 54min ;Action;Aventure;Drame;Jun Lee;NA;Yilong Zhu;Zhi-Zhong Huang;Junyan Jiao;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=296598.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=894273.html;Jun Lee;Chine;NA;NA;0;-;Mandarin;NA;NA;NA;NA
Scélérats;28 avril 2021; 1h 34min ;Comédie;Policier;NA;NA;NA;Caito Mainier;Samantha Schmütz;Zeca Carvalho;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=291781.html;NA;NA;Brésil;NA;NA;0;-;Portugais;NA;NA;NA;NA
Scooby-Doo et la légende du Roi Arthur;31 mai 2023; 1h 16min ;Animation;NA;NA;Maxwell Atoms;Christina Sotta;Ted Barton;Spike Brandt;Trevor Devall;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=316699.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=493308.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
See for Me;2 mars 2022; 1h 37min ;Epouvante-horreur;NA;NA;Randall Okita;NA;Skyler Davenport;Natalie Brown;Matthew Gouveia;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=295576.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=551080.html;NA;Canada;NA;NA;0;-;Anglais;NA;0;0;0
Seal Team : Une équipe de phoques !;31 décembre 2021; 1h 40min ;Action;Animation;Comédie;Greig Cameron;Kane Croudace;J.K. Simmons;Kristen Schaal;Patrick Warburton;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=293586.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=936116.html;Greig Cameron;Afrique du Sud;NA;NA;0;-;Anglais;NA;NA;5;0
Seance;24 octobre 2021; 1h 32min ;Epouvante-horreur;NA;NA;Simon Barrett;NA;Suki Waterhouse;Madisen Beaty;Inanna Sarkis;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=290735.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=119194.html;Simon Barrett;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Sentinelle;5 mars 2021; 1h 20min ;Action;Thriller;NA;Julien Leclercq;NA;Olga Kurylenko;Marilyn Lima;Michel Nabokov;1,8;1,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=280537.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=156829.html;Julien Leclercq;France;Belgique;Netflix France;0;-;Français;NA;8;0;0
Seobok;11 août 2022; 1h 55min ;Action;Science Fiction;Thriller;Yong-ju Lee;NA;Bo-Gum Park;Gong Yoo;Young-nam Jang;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=288607.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=420916.html;Yong-ju Lee;Corée du Sud;NA;NA;0;-;Coréen;NA;NA;NA;0
Separation;1 décembre 2021; 1h 47min ;Fantastique;Epouvante-horreur;NA;William Brent Bell;NA;Rupert Friend;Brian Cox;Madeline Brewer;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=268928.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=127662.html;Nick Amadeus;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;1
Serre Moi Fort;8 septembre 2021; 1h 37min ;Drame;NA;NA;Mathieu Amalric;NA;Vicky Krieps;Arieh Worthalter;Aurélia Petit;3,8;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=271838.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16966.html;Mathieu Amalric;France;NA;Gaumont Distribution;1         3            ;-;Français, Allemand;100 024 entrées;10;1;0
Service volé;22 novembre 2021; 1h 30min ;Biopic;Drame;NA;Jerome Foulon;NA;Julie de Bona;Samuel Labarthe;Laurent Lucas;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=293247.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3122.html;Jerome Foulon;France;NA;TF1;0;-;Français;NA;0;0;0
Seule la joie;2 novembre 2022; 1h 30min ;Drame;Romance;NA;Henrika Kull;NA;Katharina Behrens;Adam Hoya;Nele Kayenberg;3,3;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=278609.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=831750.html;Henrika Kull;Allemagne;NA;Outplay Films;0;-;Allemand, Anglais, Italien;1 463 entrées;NA;NA;NA
Sexual Drive;23 novembre 2022; 1h 10min ;Drame;NA;NA;NA;NA;Manami Hashimoto;Ryô Ikeda;NA;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=303604.html;NA;NA;Japon;NA;NA;0;-;Japonais;NA;NA;NA;0
Shadow;26 septembre 2019; 1h 56min ;Action;Drame;Historique;Yimou Zhang;NA;Chao Deng;Li Sun (II);Ryan Zheng;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=254738.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5543.html;Wei Li;Chine;Hong-Kong;Metropolitan FilmExport;2            ;-;Mandarin;NA;10;0;NA
Shake Your Cares Away;4 octobre 2022; Drame;Drame;NA;NA;Tom Shoval;NA;Bérénice Bejo;Zeev Tene;Eran Ivanir;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=248663.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=532604.html;Tom Shoval;Israël;Allemagne;NA;0;-;Anglais, Hebreu, Français;NA;NA;5;NA
Shang-Chi et la Légende des Dix Anneaux;1 septembre 2021; 2h 12min ;Action;Fantastique;NA;Destin Daniel Cretton;NA;Simu Liu;Tony Leung Chiu-Wai;Awkwafina;3,3;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=270144.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=622552.html;Dave Callaham;U.S.A.;NA;The Walt Disney Company France;1           ;-;Anglais;1 380 150 entrées;1;0;1
Shava Ni Girdhari Lal;19 janvier 2022; Comédie, Drame, Romance;Comédie;Drame;Romance;Gippy Grewal;NA;Gurpreet Ghuggi;Gippy Grewal;Neeru Bajwa;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=296199.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=615335.html;Gippy Grewal;Inde;NA;NA;0;-;Hindi;NA;0;0;0
She Will;30 novembre 2022; 1h 35min ;Fantastique;NA;NA;Charlotte Colbert;NA;Alice Krige;Kota Eberhardt;Malcolm McDowell;2,8;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=293556.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=936030.html;Kitty Percy;Grande-Bretagne;NA;Alba Films;5            ;-;Anglais;574 entrées;NA;0;NA
Sherni;17 juin 2021; 2h 10min ;Drame;NA;NA;Amit Masurkar;NA;Vidya Balan;Mukul Chadda;Vijay Raaz;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=293671.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=564024.html;NA;Inde;NA;NA;0;-;Hindi;NA;NA;1;NA
Shershaah;11 août 2021; 2h 15min ;Action;Biopic;Drame;Vishnu Vardhan;NA;Sidharth Malhotra;Kiara Advani;Shiv Pandit;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=295280.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=56885.html;NA;Inde;NA;NA;0;-;Hindi;NA;0;0;0
Ships in the Night: A Martha's Vineyard Mystery;16 avril 2021; 1h 24min ;Policier;Drame;NA;Mark Jean;NA;Jesse Metcalfe;Sarah Lind;Eric Keenleyside;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=291506.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105753.html;Gillian Horvath;U.S.A.;Canada;NA;0;-;Anglais;NA;0;0;0
Shyam Singha Roy;2 novembre 2022; 2h 35min ;Drame;Epouvante-horreur;NA;Rahul Sankrityan;NA;Nani;Sai Pallavi;Krithi Shetty;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=299440.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=857147.html;NA;Inde;NA;NA;0;-;Hindi;NA;NA;NA;0
Si on chantait;3 novembre 2021; 1h 35min ;Comédie;NA;NA;Fabrice Maruca;NA;Jeremy Lopez;Alice Pol;Artus;3,1;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=293966.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=219820.html;Fabrice Maruca;France;NA;SND;0;-;Français;218 637 entrées;4;0;1
Silent Hours;24 octobre 2022; 2h 36min ;Policier;Thriller;NA;Mark Greenstreet;NA;James Weber Brown;Susie Amy;Hugh Bonneville;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=289067.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=83573.html;NA;Grande-Bretagne;NA;NA;0;-;Anglais;NA;0;0;0
Silk Road;24 juin 2021; 1h 52min ;Drame;Thriller;NA;Tiller Russell;NA;Nick Robinson;Jason Clarke;Alexandra Shipp;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=274351.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=497343.html;Tiller Russell;U.S.A.;NA;NA;1           ;-;Anglais;NA;1;0;2
Silverland : la cité de glace;1 septembre 2021; 2h 10min ;Aventure;Famille;Fantastique;Mikhail Lokshin;NA;Fedor Fedotov;Sonia Priss;Yuriy Borisov;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=290045.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=925058.html;Roman Kantor;Russie;NA;Kinovista / Condor distribution;0;-;Russe, Anglais, Français;NA;NA;NA;NA
Sing a Bit of Harmony;25 août 2022; 1h 48min ;Animation;Drame;Musical;Yasuhiro Yoshiura;NA;Tao Tsuchiya;Haruka Fukuhara;Asuka Kudo;3,3;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=297441.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=564043.html;Yasuhiro Yoshiura;Japon;NA;NA;0;-;Japonais;NA;2;0;NA
Singam en campagne;7 novembre 2022; 2h 25min ;Comédie dramatique;Thriller;NA;Delhi Prasad Deenadayal;NA;Vijay Sethupathi;Parthiban;Rashi Khanna;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=296204.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=943575.html;NA;Inde;NA;NA;0;-;Tamoul;NA;NA;0;0
Sisterhood;24 octobre 2022; 1h 30min ;Drame;NA;NA;Dina Duma;NA;Antonia Belazelkoska;Mia Giraud;NA;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=294985.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=803839.html;Dina Duma;Macédoine;Kosovo;NA;0;-;macédonien;NA;NA;NA;NA
Sivakumarin Sabadham;30 septembre 2021; 2h 01min ;Comédie;Romance;NA;Hiphop Tamizha Adhi;NA;Hiphop Tamizha Adhi;Madhuri Jain;NA;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=296584.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=705520.html;NA;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;0;0;NA
Skater Girl;11 juin 2021; 1h 47min ;Drame;NA;NA;Manjari Makijany;NA;Rachel Saanchita Gupta;Amrit Maghera;Waheeda Rehman;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=289510.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=923580.html;Vinati Makijany;U.S.A.;Inde;NA;0;-;Anglais, Hindi;NA;NA;NA;NA
Skateshop;25 juin 2022; 1h 02min ;Comédie;NA;NA;Zack Whyel;Ryan Peimer;Andy Schrock;Giancarlo Purch;Bo Mitchell;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=300079.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=863666.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;NA
Skylines;12 mai 2021; 1h 50min ;Action;Aventure;Science Fiction;Liam O'Donnell;NA;Lindsey Morgan;Jonathan Howard (I);Rhona Mitra;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=269291.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=487740.html;Liam O'Donnell;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Slay;25 octobre 2022; 1h 33min ;Comédie;NA;NA;Adze Ugah;NA;Enhle Mbali Mlotshwa;Dawn Thandeka King;Idris Sultan;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=291928.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=820103.html;NA;Afrique du Sud;NA;NA;0;-;Anglais;NA;NA;NA;NA
Slumber Party Massacre;24 mars 2022; 1h 26min ;Comédie;Epouvante-horreur;NA;Danishka Esterhazy;NA;Hannah Gonera;Frances Sholto-Douglas;Mila Rayne;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=292012.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=852013.html;Suzanne Keilly;Afrique du Sud;NA;NA;0;-;Anglais;NA;0;NA;0
Small Engine Repair;14 mars 2022; 1h 43min ;Comédie;Drame;Thriller;John Pollono;NA;Jon Bernthal;John Pollono;Shea Whigham;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=271848.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=605312.html;John Pollono;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Snake Eyes;22 septembre 2021; 2h 02min ;Action;Aventure;Arts Martiaux;Robert Schwentke;NA;Henry Golding;Andrew Koji;Úrsula Corberó;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=264719.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=97256.html;Evan Spiliotopoulos;U.S.A.;NA;NA;0;-;Anglais;NA;2;0;0
Soólè;10 novembre 2022; 1h 56min ;Comédie;Thriller;NA;Kayode Kasum;NA;Adunni Ade;Lateef Adedimeji;Mike Afolarin;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=310097.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=872701.html;NA;Nigéria;NA;NA;0;-;Anglais, Autre;NA;0;NA;NA
Solex dans les prés;19 octobre 2022; 1h 50min ;Aventure;Comédie;NA;Dominique Rocher;NA;Bruno Beuneux;Claire Bonvalet;Andréa Diaz;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=295286.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=180408.html;Dominique Rocher;France;NA;Le Couvoir;0;-;Français;NA;NA;NA;NA
Solitary;15 février 2023; 1h 29min ;Drame;Science Fiction;Thriller;NA;NA;Lottie Tolhurst;Michael Condron;Brian Bovell;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=140283.html;NA;NA;Grande-Bretagne;NA;NA;0;-;Anglais;NA;NA;0;0
Son;2 novembre 2021; 1h 34min ;Epouvante-horreur;Thriller;NA;Ivan Kavanagh;NA;Andi Matichak;Emile Hirsch;Luke David Blumm;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=281460.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=432881.html;Ivan Kavanagh;Irlande;Grande-Bretagne;NA;0;-;Anglais;NA;0;0;4
Songbird;16 décembre 2020; 1h 28min ;Drame;Thriller;NA;Adam Mason;NA;K.J. Apa;Sofia Carson;Demi Moore;2,2;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=283046.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=204511.html;Adam Mason;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;NA;0;0;0
Songs for a Fox;24 octobre 2022; 2h 05min ;Drame;NA;NA;Kristijonas Vildziunas;NA;Lukas Malinauskas;Agnese Cīrule;Mantas Zemleckas;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=296987.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=150007.html;Kristijonas Vildziunas;Lituanie;Lettonie;NA;0;-;Lituanien;NA;4;NA;NA
Soul Food;4 avril 2022; 1h 25min ;Comédie;Drame;Famille;Fernando Grostein Andrade;NA;Noah Schnapp;Seu Jorge;Dagmara Dominczyk;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=260047.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=458479.html;NA;Brésil;U.S.A.;NA;0;-;Anglais;NA;0;0;0
Soul of a Beast;1 mai 2023; 1h 50min ;Drame;NA;NA;Lorenz Merz;NA;Pablo Caprez;Luna Wedler;Ella Rumpf;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=294183.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=449325.html;Lorenz Merz;Suisse;NA;NA;0;-;Allemand;NA;0;NA;0
Sous le ciel de Koutaïssi;23 février 2022; 2h 31min ;Comédie;Comédie dramatique;Drame;Aleksandre Koberidze;NA;Giorgi Bochorishvili;Ani Karseladze;Oliko Barbakadze;4,0;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=290327.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=731117.html;Aleksandre Koberidze;Géorgie;Allemagne;Damned Distribution;1         8            ;-;Géorgien;1 386 entrées;NA;NA;NA
Sous les palmiers, ma mère;29 avril 2022; 1h 50min ;Comédie;NA;NA;Paco Caballero;NA;Carmen Machi;Quim Gutiérrez;Justina Bustos;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=280830.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=742061.html;Cristóbal Garrido;Espagne;NA;NA;0;-;Espagnol;NA;NA;1;2
South of Heaven;1 février 2022; 2h 05min ;Drame;Thriller;NA;Aharon Keshales;NA;Jason Sudeikis;Evangeline Lilly;Shea Whigham;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=278814.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=512830.html;Aharon Keshales;U.S.A.;NA;NA;0;-;Anglais;NA;7;2;6
South Park: Post Covid;13 mars 2023; 0h 59min ;Animation;Comédie;NA;Trey Parker;NA;Trey Parker;Matt Stone;April Stewart;NA;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=298980.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=29461.html;Trey Parker;U.S.A.;NA;NA;0;-;Anglais;NA;1;1;0
South Park: Post Covid: Covid Returns;11 février 2023; Animation, Comédie;Animation;Comédie;NA;Trey Parker;NA;NA;NA;NA;NA;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=299284.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=29461.html;Trey Parker;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;0
Space Jam - Nouvelle ère;21 juillet 2021; 1h 56min ;Animation;Comédie;Famille;Malcolm D. Lee;NA;LeBron James;Don Cheadle;Sonequa Martin-Green;2,3;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=211938.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=51706.html;Juel Taylor;U.S.A.;NA;Warner Bros. France;3         1           ;-;Anglais;416 992 entrées;0;0;3
Spencer;17 janvier 2022; 1h 57min ;Biopic;Drame;NA;Pablo Larraín;NA;Kristen Stewart;Timothy Spall;Jack Nielen;3,6;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=284654.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=178312.html;Steven Knight;Grande-Bretagne;Allemagne;NA;5            ;-;Anglais;NA;4;9;2
Spider-Man : No Way Home - Version longue;7 septembre 2022; 2h 37min ;Action;Aventure;Science Fiction;Jon Watts;NA;Tom Holland;Zendaya;Benedict Cumberbatch;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=305394.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=496179.html;Chris McKenna;U.S.A.;NA;Sony Pictures Releasing France;0;-;Anglais;NA;5;1;2
Spider-Man: No Way Home;15 décembre 2021; 2h 28min ;Action;Aventure;Fantastique;Jon Watts;NA;Tom Holland;Zendaya;Benedict Cumberbatch;3,3;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=256880.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=496179.html;Chris McKenna;U.S.A.;NA;Sony Pictures Releasing France;1           ;-;Anglais;7 319 271 entrées;5;1;2
Spiral;15 septembre 2021; 1h 32min ;Drame;NA;NA;Sofiene Mamdi;NA;Sofiene Mamdi;Constantin Leu;Cécile Fisera;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=282488.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=730545.html;Sofiene Mamdi;France;NA;Reaficta Films;0;-;Français;34 entrées;0;0;NA
Spirale : L'Héritage de Saw;21 juillet 2021; 1h 33min ;Epouvante-horreur;Thriller;NA;Darren Lynn Bousman;NA;Chris Rock;Max Minghella;Samuel L. Jackson;2,8;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=263793.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=108602.html;Pete Goldfinger;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;77 160 entrées;4;3;1
