Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
Fumer fait tousser;11;2022;30 novembre 2022;80;Comédie;Quentin Dupieux;Gilles Lellouche;Vincent Lacoste;2,8;Quentin Dupieux;France;2;Français;23;2;4
Funny Pages;5;2023;22 mai 2023;86;Comédie;Owen Kline;Daniel Zolghadri;Matthew Maher;2,8;Owen Kline;U.S.A.;4;Anglais;;0;0
Future Is a Lonely Place;10;2022;1 octobre 2022;101;Policier;;Lucas Gregorowicz;Denis Moschitto;2,3;;Allemagne;6;Allemand;;0;0
Gangubai Kathiawadi;2;2022;25 février 2022;154;Biopic;Sanjay Leela Bhansali;Alia Bhatt;Abhiy Raj Singh;3,9;Sanjay Leela Bhansali;Inde;1;Hindi;7;0;
Garçon Chiffon;10;2020;28 octobre 2020;108;Comédie;Nicolas Maury;Nicolas Maury;thalie Baye;2,2;Nicolas Maury;France;11;Français;2;2;8
Gargi;7;2022;20 juillet 2022;140;Drame;Gautham Ramachandran;Sai Pallavi;Kaali Venkat;3;Gautham Ramachandran;Inde;0;Tamoul;;0;
Gasoline Alley;5;2022;11 mai 2022;97;Action;Edward Drake;Bruce Willis;Luke Wilson;1,8;Tom Sierchio;U.S.A.;0;Anglais;0;1;0
Gatta Kusthi;12;2022;2 décembre 2022;150;Comédie;Chella Ayyavu;Vishnu Vishal;Aishwarya Lekshmi;3,2;Chella Ayyavu;Inde;0;Tamoul;;;
Gehraiyaan;2;2022;10 février 2022;148;Drame;Shakun Batra;Deepika Padukone;Siddhant Chaturvedi;;;Inde;0;Hindi;0;0;
Ghost in the Shell: SAC_2045 Sustaible War;5;2022;9 mai 2022;119;Action;Kenji Kamiyama;Osamu Saka;Atsuko Taka;2,4;Shirow Masamune;Japon;0;Japois;1;0;0
Ghost Therapy;2;2023;1 février 2023;104;Comédie;Clay Tatum;Clay Tatum;Whitmer Thomas;3,5;Clay Tatum;U.S.A.;0;Anglais;;;0
Ghoster, le fantôme aux miroirs;9;2022;27 septembre 2022;90;Aventure;Ryan Bellgardt;Sophie Proctor;J.R. Brown;2,4;Nick Pollack;U.S.A.;0;Anglais;0;;
Girl at the Window;3;2023;2 mars 2023;120;Epouvante-horreur;Mark Hartley;James Mackay;Jackson Gallagher;2,1;Terence Hammond;U.S.A.;0;Anglais;4;;0
Girl Picture;3;2023;9 mars 2023;101;Drame;Alli Haapasalo;Aamu Milonoff;Oo Airola;3,2;Ilo Ahti;Finlande;0;Finnois;;;0
Give Me Pity!;3;2023;7 mars 2023;80;Comédie;Amanda Kramer;Sophie von Haselberg;Reshma Gajjar;3,2;Amanda Kramer;U.S.A.;0;Anglais;;0;0
Glamour Girls;6;2022;24 juin 2022;120;Drame;Bunmi Ajakaiye;Joselyn Dumas;Nse Ikpe-Etim;2,8;Kemi Adesoye;Nigéria;0;Anglais;;;
Glass Onion : une histoire à couteaux tirés;12;2022;23 décembre 2022;139;Comédie;Rian Johnson;Daniel Craig;Edward Norton;3,6;Rian Johnson;U.S.A.;3;Anglais;5;4;1
Gli anni belli;4;2023;4 avril 2023;;Divers;;;;;;;0;Italien;;0;0
God’s Country;5;2023;15 mai 2023;102;Thriller;Julian Higgins;Thandiwe Newton;Taya Beatty;2,3;Shaye Ogbon;U.S.A.;1;Anglais;0;2;0
God's Creatures;5;2023;10 mai 2023;96;Drame;An Rose Holmer;Emily Watson;Paul Mescal;3,1;Shane Crowley;Irlande;2;Anglais;1;17;1
Goodbye;1;2023;18 janvier 2023;95;Action;Atsuko Ishizuka;tsuki Hae;Yûki Kaji;3;Atsuko Ishizuka;Japon;1;Japois;;0;0
Goodbye;12;2022;21 décembre 2022;130;Bollywood;Vikas Bahl;Amitabh Bachchan;Rashmika Mandan;3,2;Vikas Bahl;Inde;0;Hindi;0;0;
Godfather;10;2022;5 octobre 2022;157;Drame;Mohan Raja;Chiranjeevi Sarja;Salman Khan;2,7;Mohan Raja;Inde;0;Autre;;;1
Godland;12;2022;21 décembre 2022;143;Drame;Hlynur Pálmason;Elliott Crosset Hove;Ingvar Eggert Sigurôsson;3,6;Hlynur Pálmason;Danemark;6;Islandais, Danois;;1;
Goodnight Mommy;9;2022;16 septembre 2022;92;Drame;Matt Sobel;omi Watts;Cameron Crovetti;2,6;Kyle Warren;U.S.A.;0;Anglais;0;2;
Goodnight Soldier;6;2022;29 juin 2022;97;Drame;Hiner Saleem;Galyar Nerway;Dilin Doger;3,2;Hiner Saleem;France;0;Arabe;3;;
Gold;12;2022;2 décembre 2022;150;Bollywood;Alphonse Puthren;Prithviraj Sukumaran;yanthara Kurian;;;Inde;0;Autre;;0;0
Gone In The Night;12;2022;12 décembre 2022;90;Fantastique;Eli Horowitz;Wino Ryder;Dermot Mulroney;2;Eli Horowitz;U.S.A.;0;Anglais;;1;0
Gospel;1;2023;13 janvier 2023;103;Comédie;Jhonny Hendrix Hinestroza;Andrés Cepeda;Ramsés Ramos;;;Colombie;0;Espagnol;1;;0
Goutte d'or;3;2023;1 mars 2023;98;Drame;Clément Cogitore;Karim Leklou;Jawad Outouia;3,3;Clément Cogitore;France;1;Français;1;1;
Grand marin;1;2023;11 janvier 2023;84;Drame;Dira Drukarova;Dira Drukarova;Sam Louwyck;3,1;Dira Drukarova;France;;Anglais;1;1;1
Grand Paris;3;2023;29 mars 2023;72;Comédie;Martin Jauvat;Mahamadou Sangaré;Martin Jauvat;3,2;Martin Jauvat;France;1;Français;;;
Green Lantern: Méfiez-vous de mon pouvoir;8;2022;9 août 2022;89;Action;Jeff Wamester;Aldis Hodge;Jimmi Simpson;3,2;Ernie Altbacker;U.S.A.;0;Anglais;;0;1
Grimcutty : l'enfer des réseaux;10;2022;10 octobre 2022;;Epouvante-horreur;John Ross (III);Sara Wolfkind;Shannyn Sossamon;1,6;John Ross (III);U.S.A.;0;Anglais;;;1
Grosse colère et fantaisies;10;2022;12 octobre 2022;45;Animation;Célia Tisserant;;;2,8;;France;0;Français;;0;0
Gulu Gulu;7;2022;29 juillet 2022;150;Action;Rath Kumar;Santham;Athulya Ravi;3;Rath Kumar;Inde;0;Tamoul;;0;
Halloween Ends;10;2022;12 octobre 2022;111;Epouvante-horreur;David Gordon Green;Jamie Lee Curtis;Andi Matichak;2;Chris Bernier;U.S.A.;0;Anglais;2;2;0
Hansan : La Bataille du dragon;3;2023;29 mars 2023;130;Action;Han-min Kim;Park Hae-il;Byun Yo-han;3;;Corée du Sud;0;Coréen;1;0;
Happy Birthday;11;2022;24 novembre 2022;154;Comédie;;Lavanya Tripathi;Vennela Kishore;;;Inde;0;Autre;;;0
Happy Nous Year;12;2022;28 décembre 2022;59;Comédie;Frank Bellocq;Kev Adams;Camille Lellouche;1,4;Frank Bellocq;France;0;Français;0;0;0
Harka;11;2022;2 novembre 2022;82;Drame;Lotfy than;Adam Bessa;Salima Maatoug;3,8;Lotfy than;France;110;Arabe;;0;
Hawa;12;2022;9 décembre 2022;104;Comédie;Maimou Doucouré;Sania Halifa;Oumou Sangaré;3,1;Maimou Doucouré;France;0;Français;;;
Hawa;9;2022;30 septembre 2022;130;Drame;Mejbaur Rahman Sumon;Chanchal Chowdhury;zifa Tushi;3,1;Mejbaur Rahman Sumon;Bengladesh;0;Bengali;;0;
Heatwave;6;2022;1 juin 2022;100;Thriller;Ernie Barbarash;Kat Graham;Merritt Patterson;1,9;Chris Sivertson;U.S.A.;0;Anglais;0;0;0
Hell Dogs : Dans la Maison de bambou;12;2022;16 décembre 2022;137;Action;Masato Harada;Junichi Okada;Kentarô Sakaguchi;3,2;;Japon;0;Japois;1;0;0
Hello, adieu, et nous au milieu;7;2022;6 juillet 2022;84;Comédie;Michael Lewen;Jordan Fisher;Talia Ryder;2,3;Amy Reed;U.S.A.;0;Anglais;;0;
Heropanti 2;4;2022;29 avril 2022;150;Action;Ahmed Khan;Tiger Shroff;wazuddin Siddiqui;2,5;;Inde;0;Hindi;0;0;0
Heureusement qu'on s'a;5;2023;3 mai 2023;90;Drame;Anne Giafferi;Fred Testot;Zinedine Soualem;3,6;Anne Giafferi;France;0;Français;3;1;0
Heureux les fêlés;11;2022;9 novembre 2022;96;Comédie dramatique;Robert Coudray;Laurent Voiturin;Christophe Hamon;3,9;Robert Coudray;France;0;Français;;0;0
Hey Simika;3;2022;3 mars 2022;150;Drame;;Aditi Rao Hydari;Dulquer Salmaan;3,3;;Inde;0;Tamoul;;0;0
Hey You!;9;2022;27 septembre 2022;104;Romance;Uyoyou Adia;Timini Egbuson;Efe Irele;;;Nigéria;0;Anglais;;;
High Heat;4;2023;20 avril 2023;84;Action;Zach Golden;Olga Kurylenko;Don Johnson;1,9;James Pedersen;U.S.A.;0;Anglais;;0;0
Hinterland;12;2022;28 décembre 2022;98;Thriller;Stefan Ruzowitzky;Murathan Muslu;Max von der Groeben;3;Stefan Ruzowitzky;Autriche;0;Allemand;1;0;0
Histoire(s) de Famille(s);3;2022;16 mars 2022;75;Drame;J.B. Braud;Saki Asamiya;Maximilien Seweryn;2,5;;France;0;Français, Anglais;0;;0
Histoires de petites gens;7;2022;6 juillet 2022;90;Comédie dramatique;Djibril Diop Mambety;;;3,1;Djibril Diop Mambety;Sénégal;0;Wolof, Français;7;0;0
HIT: The 2nd Case;1;2023;5 janvier 2023;150;Action;;Adivi Sesh;Rao Ramesh;;;Inde;0;Hindi;;0;0
HIT: The First Case;10;2022;24 octobre 2022;;Action;;Sanya Malhotra;Rajkummar Rao;3;;Inde;0;Hindi;;;0
Hocus Pocus 2;9;2022;30 septembre 2022;107;Comédie;Anne Fletcher;Bette Midler;Kathy jimy;2,5;Jen D'Angelo;U.S.A.;0;Anglais;2;3;0
Holy Shit !;5;2023;10 mai 2023;90;Comédie;;Thomas Niehaus;Gedeon Burkhard;2,2;;Allemagne;1;Allemand;;;0
HollyBlood;9;2022;7 septembre 2022;88;Comédie;Jesús Font;Oscar Casas;Isa Montalbán;2,3;José Pérez Quintero;Espagne;0;Espagnol;0;0;
Hollywood Stargirl;6;2022;3 juin 2022;105;Comédie;Julia Hart;Grace VanderWaal;Uma Thurman;2,5;Julia Hart;U.S.A.;0;Anglais;0;;2
Home Team;1;2022;28 janvier 2022;95;Comédie;Charles Francis Kinne;Kevin James;Taylor Lautner;2,8;Chris Titone;U.S.A.;0;Anglais;0;1;1
Home-Sitters;9;2022;20 septembre 2022;85;Action;Chris Rakotomamonjy;Jorge Lorca;Chloé Guillot;1,2;Chris Rakotomamonjy;;0;Anglais;;;
Hommes au bord de la crise de nerfs;5;2022;25 mai 2022;97;Comédie;Audrey Da;Thierry Lhermitte;Ramzy Bedia;2,6;Claire Barré;France;4;Français;2;4;1
Homestay;2;2022;10 février 2022;;Drame;tsuki Seta;Kento gao;An Yamada;;;Japon;0;Japois;0;;
Honeymoon;12;2022;20 décembre 2022;134;Comédie;;;;3;;Inde;0;-;;0;0
Honk For Jesus. Save Your Soul.;5;2023;15 mai 2023;102;Comédie;Adamma Ebo;Regi Hall;Sterling K. Brown;2,9;Adamma Ebo;U.S.A.;0;Anglais;;0;3
Honor Society;2;2023;11 février 2023;98;Comédie;Oran Zegman;Angourie Rice;Gaten Matarazzo;3,2;David A. Goodman;U.S.A.;0;Anglais;;0;0
Hopper et le hamster des ténèbres;2;2022;16 février 2022;91;Aventure;Ben Stassen;Thomas Solivérès;Chloé Jouannet;3,7;Dave Collard;Belgique;1;Français;11;0;1
Houria;3;2023;15 mars 2023;104;Drame;Mounia Meddour;Ly Khoudri;Rachida Brakni;3,6;Mounia Meddour;France;7;Français, Algérien;1;3;3
House Party;4;2023;12 avril 2023;101;Comédie;Calmatic;Tosin Cole;Jacob Latimore;2,6;Stephen Glover;U.S.A.;0;Anglais;;0;0
I Came By;8;2022;31 août 2022;110;Thriller;Babak Anvari;Hugh Bonneville;George MacKay;3;Babak Anvari;Grande-Bretagne;0;Anglais;3;5;1
I love Greece;7;2022;6 juillet 2022;91;Comédie;fsika Guerry-Karamaous;Stacy Martin;Vincent Dedienne;2,2;fsika Guerry-Karamaous;France;0;Français, Grec;;0;0
I Wan be a Crimil;1;2023;23 janvier 2023;72;Comédie;Steve Belanger;Cristal Bella;LJ Ugarte;;;U.S.A.;0;Anglais;;;
I Want You Back;2;2022;11 février 2022;111;Comédie;Jason Orley;Charlie Day;Jenny Slate;2,9;Isaac Aptaker;U.S.A.;0;Anglais;0;1;1
Il Croit au Père Noël;12;2022;14 décembre 2022;89;Comédie;Alex Rarivelo;Christi Moore;John Ducey;2,1;John Ducey;U.S.A.;0;Anglais;0;;0
Il était une fois 2;11;2022;18 novembre 2022;121;Aventure;Adam Shankman;Amy Adams;Patrick Dempsey;2,5;Brigitte Hales;U.S.A.;0;Anglais;3;5;2
Il faut sauver la boutique de Noël;11;2022;23 novembre 2022;85;Romance;Bill Corcoran;Vanessa Lengies;Jesse Hutch;3,5;Courtney McAllister;U.S.A.;0;Anglais;0;0;0
Il filo invisibile;3;2022;4 mars 2022;90;Comédie;Marco Simon Puccioni;Filippo Timi;Francesco Scian;2,8;Marco Simon Puccioni;Italie;0;Italien;3;6;0
Ile Owo;5;2023;19 mai 2023;95;Thriller;Dare Olaitan;Immaculata Oko-Kasum;Efa Iwara;;;Nigéria;0;Anglais;;;
Ima;5;2022;11 mai 2022;90;Comédie;Nils Tavernier;Dadju;Karidja Touré;2,3;Laurent Bertoni;France;0;Français;1;;1
In The Heart of the Machine;12;2022;7 décembre 2022;115;Drame;Martin Makariev;Bashar Rahal;Hristo Shopov;2,5;Boby Zahariev;Bulgarie;0;Bulgare;0;0;0
Incantation;7;2022;8 juillet 2022;110;Epouvante-horreur;Kevin Ko;Hsuan-yen Tsai;Ying-Hsuan Kao;2,5;Kevin Ko;Taïwan;0;Chinois;0;;0
Incroyable mais vrai;6;2022;15 juin 2022;74;Comédie;Quentin Dupieux;Alain Chabat;Léa Drucker;2,9;Quentin Dupieux;France;1;Français;23;2;2
Infinite Storm;9;2022;5 septembre 2022;104;Action;Malgorzata Szumowska;omi Watts;Billy Howle;2;Joshua Rollins;U.S.A.;0;Anglais;11;2;0
Inséparables;1;2023;18 janvier 2023;35;Animation;talia Malykhi;;;3,1;;Norvège;0;Muet;;0;0
Interceptor;6;2022;3 juin 2022;96;Action;Matthew Reilly (II);Elsa Pataky;Luke Bracey;1,6;Stuart Beattie;Australie;0;Anglais;;1;0
Interdit aux chiens et aux Italiens;1;2023;25 janvier 2023;70;Animation;Alain Ughetto;Ariane Ascaride;Alain Ughetto;4,1;Alain Ughetto;France;;Français;1;4;1
Into The Deep;2;2023;11 février 2023;90;Thriller;Kate Cox;Ella-Rae Smith;Jessica Alexander;2,1;David Beton;Grande-Bretagne;0;Anglais;;0;
Into the Wind;2;2022;10 février 2022;107;Drame;Kristoffer Rus;Sonia Mietielica;Jakub Sasak;2,4;;Pologne;0;Polois;;;
Inu-Oh;11;2022;23 novembre 2022;98;Animation;Masaaki Yuasa;Rémi Caillebot;Avu-chan;3,7;Akiko Nogi;Japon;4;Japois;0;;
Ipersonnia;5;2023;21 mai 2023;;Science Fiction;Alberto Mascia;Stefano Accorsi;Katsiary Shulha;2,4;Alberto Mascia;Italie;0;Italien;;1;0
Iravin Nizhal;6;2022;24 juin 2022;128;Drame;Parthiban;Parthiban;Varalaxmi Sarathkumar;2,9;Parthiban;Inde;0;Tamoul;0;0;0
Irréductible;6;2022;29 juin 2022;85;Comédie;Jérôme Commandeur;Jérôme Commandeur;Laetitia Dosch;3,1;Jérôme Commandeur;France;12;Français;0;0;1
Ivan;11;2022;30 novembre 2022;103;Epouvante-horreur;Kimo Stamboel;Caitlin Halderman;Jovarel Callum;;;Indonésie;0;Indonésien, Japois, Néerlandais;0;;
Jack Mimoun et les secrets de Val Verde;10;2022;12 octobre 2022;102;Aventure;Malik Bentalha;Malik Bentalha;Joséphine Japy;2,6;Malik Bentalha;France;0;Français;0;0;3
Jack N Jill;6;2022;21 juin 2022;125;Comédie;Santosh Sivan;Manju Warrier;Kalidas Jayaram;;;Inde;0;-;0;;
Jackass 4.5;5;2022;20 mai 2022;90;Comédie;Jeff Tremaine;Johnny Knoxville;Steve-O;3,3;;U.S.A.;0;Anglais;0;1;0
jackass forever;4;2022;1 avril 2022;96;Comédie;Jeff Tremaine;Johnny Knoxville;Steve-O;2,9;;U.S.A.;0;Anglais;0;1;0
Jacky Caillou;11;2022;2 novembre 2022;92;Drame;Lucas Delangle;Thomas Parigi;Edwige Blondiau;2,8;Lucas Delangle;France;1;Français;;;
Jalsa;3;2022;17 mars 2022;126;Drame;Suresh Triveni;Vidya Balan;Shefali Shah;;;Inde;0;Hindi;;1;
James;3;2022;17 mars 2022;135;Action;Chethan Kumar;Puneeth Rajkumar;Priya And;3,1;;Inde;0;Autre;;;0
Ja Ga Ma;4;2022;28 avril 2022;130;Action;Dijo Jose Antony;Prithviraj Sukumaran;Suraaj Venjarammoodu;2,8;;Inde;0;Autre;;0;
Jane;3;2023;13 mars 2023;80;Drame;Sabri Jaglom;Madelaine Petsch;Ni Bloomgarden;2,6;Sabri Jaglom;U.S.A.;0;Anglais;;0;
Jaula;10;2022;24 octobre 2022;106;Epouvante-horreur;Igcio Tatay;Ele Aya;Pablo Molinero;2,7;Isabel Peña;Espagne;0;Espagnol;;1;
Jeepers Creepers Reborn;11;2022;17 novembre 2022;88;Epouvante-horreur;Timo Vuorensola;Sydney Craven;Imran Adams;1,1;Sean-Michael Argo;U.S.A.;0;Anglais;3;;0
Jersey;4;2022;22 avril 2022;166;Action;Gowtam Tinnuri;Shahid Kapoor;Mrul Thakur;3,2;Gowtam Tinnuri;Inde;0;Hindi;;0;0
Jerry and Marge Go Large;2;2023;11 février 2023;90;Comédie;David Frankel;Bryan Cranston;Annette Bening;3,3;Brad Copeland;U.S.A.;0;Anglais;1;8;3
Jewel;7;2022;8 juillet 2022;80;Drame;Adze Ugah;Michelle Botes;Connie Chiume;2;Adze Ugah;Afrique du Sud;0;Anglais;;0;
Jo and Jo;6;2022;9 juin 2022;134;Divers;;;;;;Inde;0;-;;0;0
Jogi : Les flammes de la haine;9;2022;16 septembre 2022;116;Drame;Ali Abbas Zafar;Diljit Dosanjh;Amyra Dastur;3,2;Ali Abbas Zafar;Inde;0;Hindi;0;0;0
Johnny Depp contre Amber Heard : du coup de foudre au scandale;5;2023;16 mai 2023;84;Biopic;Sara Lohman;Mark Hapka;Megan Davis;2,6;Guy Nicolucci;U.S.A.;0;Anglais;;0;0
Jolly Roger;3;2023;11 mars 2023;;Thriller;Walter Taylaur;Daniel Etim Effiong;Frank Donga;;Tunde Apalowo;Nigéria;0;Anglais;;;
Jour de gloire;4;2022;24 avril 2022;65;Drame;Jeanne Frenkel;Félix Moati;Julien Campani;3;Jeanne Frenkel;France;0;Français;;2;0
Jours sauvages;4;2023;19 avril 2023;80;Drame;David Lanzmann;Alain-Fabien Delon;Redouanne Harjane;2,9;David Lanzmann;France;1;Français;0;0;0
Joyeuse retraite 2;7;2022;20 juillet 2022;92;Comédie;Fabrice Bracq;Michèle Laroque;Thierry Lhermitte;1,9;Fabrice Bracq;France;0;Français;;9;4
Joyland;12;2022;28 décembre 2022;126;Drame;Saim Sadiq;Ali Junejo;Ali Khan;4,1;Saim Sadiq;Pakistan;17;Urdu;;;
Joyride;11;2022;28 novembre 2022;94;Comédie;Emer Reynolds;Olivia Colman;Charlie Reid;3,2;Ailbhe Keoghan;Irlande;0;Anglais;0;10;
Juang;5;2023;3 mai 2023;120;Action;Osman Ali;Zul Ariffin;Zizan Razak;;;Malaisie;0;Malais, Anglais;;;
Jugjugg Jeeyo;6;2022;24 juin 2022;150;Bollywood;Raj Mehta;Varun Dhawan;Kiara Advani;2,6;Anurag Singh;Inde;0;Hindi;;0;0
Jujutsu Kaisen 0;3;2022;16 mars 2022;105;Action;Sung-ho Park;Alexandre N'Guyen;Megumi Ogata;4,1;Hiroshi Seko;Japon;0;Hindi;0;;0
Jumeaux mais pas trop;9;2022;28 septembre 2022;98;Comédie;Olivier Ducray;Ahmed Sylla;Bertrand Usclat;3;Olivier Ducray;France;12;Français;0;0;0
Jung-E;1;2023;20 janvier 2023;98;Action;Sang-Ho Yeon;Hyun-joo Kim;Soo-Yeon Kang;2,2;Sang-Ho Yeon;Corée du Sud;0;Coréen;7;;0
Jungle rouge;6;2022;22 juin 2022;92;Animation;Juan José Lozano;Álvaro Bayo;Vera Mercado;2,9;Juan José Lozano;Suisse;0;Espagnol;3;0;0
Jurassic World: Le Monde d'après;6;2022;8 juin 2022;146;Action;Colin Trevorrow;Chris Pratt;Bryce Dallas Howard;2,3;Emily Carmichael;U.S.A.;3;Anglais;3;0;1
Juste ciel !;2;2023;15 février 2023;86;Comédie;Laurent Tirard;Valérie Bonneton;Camille Chamoux;2,2;Cécile Larripa;France;3;Français;1;1;0
Juste une nuit;11;2022;16 novembre 2022;86;Drame;Ali Asgari;Sadaf Asgari;Ghazal Shojaei;3,4;Ali Asgari;Iran;1;Farsi;3;;
Kaduva;8;2022;4 août 2022;123;Action;Shaji Kailas;Prithviraj Sukumaran;Vivek Oberoi;;;Inde;0;-;0;0;0
Kalagathalaivan;11;2022;19 novembre 2022;150;Action;Magizh Thirumeni;Udhayanidhi Stalin;Nidhhi Agerwal;2,5;Magizh Thirumeni;Inde;0;Tamoul;0;0;
Kam;9;2022;9 septembre 2022;150;Drame;Shree Karthick;Amala Akkineni;Sharwand;3,1;;Inde;0;Tamoul;;;
Kantara;11;2022;23 novembre 2022;150;Action;;Achyuth Kumar;Kishore Kumar G.;3,1;;Inde;0;Hindi;;0;
Kanun, la loi du sang;12;2022;7 décembre 2022;95;Thriller;Jérémie Guez;Waël Sersoub;Tuğba Sunguroğlu;3,4;Jérémie Guez;France;0;Français, Albanian;2;0;
Karwal;5;2022;11 mai 2022;97;Drame;Juan Pablo Félix (II);Martin López Lacci;Alfredo Castro;3;Juan Pablo Félix (II);Argentine;0;Espagnol;;;0
Katteri;9;2022;26 septembre 2022;121;Aventure;Deekay;Vaibhav Reddy;Som Bajwa;;;Inde;0;Tamoul;0;;0
Kaathuvaakula Rendu Kaadhal;4;2022;28 avril 2022;122;Bollywood;Vignesh Shivan;Vijay Sethupathi;yanthara Kurian;3,2;Vignesh Shivan;Inde;0;Tamoul;0;0;0
KGF 2 Hindi;4;2022;14 avril 2022;168;Action;Prashanth Neel;Yash;Sanjay Dutt;3,2;Prashanth Neel;Inde;0;Hindi;;;0
KGF2 (version tamoul);4;2022;14 avril 2022;168;Action;Prashanth Neel;Sanjay Dutt;Ravee Tandon;3,7;;Inde;0;Tamoul;;0;0
Khaao Piyo Aish Karo;7;2022;6 juillet 2022;150;Comédie;Ksshitij Chaudhary;Tarsem Jassar;Aditi Sharma;3;;Inde;0;Autre;0;;
Khiladi;2;2022;11 février 2022;165;Action;Ramesh Varma;Ravi Teja;Arjun Sarja;3,2;;Inde;0;Autre;0;;0
Kill Dating;5;2023;10 mai 2023;87;Action;Olivier Goujon;Anthony Gatignol;Nicolas Bedu;2,5;Olivier Goujon;France;0;Français;0;;
KIMI;3;2022;10 mars 2022;90;Policier;Steven Soderbergh;Zoë Kravitz;Byron Bowers;2,7;David Koepp;U.S.A.;0;Anglais;5;0;0
King of Thieves;8;2022;1 août 2022;108;Action;Tope Adebayo;Toyin Abraham;Femi Adebayo;;;Nigéria;0;Autre;;0;
Klondike;4;2023;13 avril 2023;100;Drame;Mary Er Gorbach;Oksa Cherkashy;Evgeniy Efremov;3,1;Mary Er Gorbach;Ukraine;1;ukrainien, Tchèque, Russe, Néerlandais;;;0
Kooman;12;2022;1 décembre 2022;;Drame;Jeethu Joseph;Renji Panicker;Baiju;;;Inde;0;-;0;;
Kompromat;9;2022;7 septembre 2022;127;Drame;Jérôme Salle;Gilles Lellouche;Joan Kulig;3,7;Jérôme Salle;France;0;Français, Russe;1;2;1
Krish Vrinda Vihari;12;2022;3 décembre 2022;;Comédie dramatique;;ga Shaurya;Shirley Setia;;;Inde;0;Autre;;;
Krypto et les Super-Animaux;7;2022;27 juillet 2022;106;Aventure;Jared Stern;Dwayne Johnson;Kevin Hart;3,2;Jared Stern;U.S.A.;0;Anglais;0;3;0
Kumari;11;2022;21 novembre 2022;140;Epouvante-horreur;Nirmal Sahadev;Aishwarya Lekshmi;Shine Tom Chacko;;;Inde;0;Autre;;;
Kuttavum Shikshayum;11;2022;24 novembre 2022;136;Action;Rajeev Ravi;;;;;Inde;0;Autre;;0;0
L'Abîme de l'Enfer;10;2022;26 octobre 2022;88;Epouvante-horreur;Bartosz M. Kowalski;Olaf Lubaszenko;Sebastian Stankiewicz;2,3;Bartosz M. Kowalski;Pologne;0;Polois;;0;0
L'accident;3;2023;30 mars 2023;89;Drame;Vere S. Freytag;Hanno Koffler;An Unterberger;2,8;Frauke Hunfeld;Allemagne;0;Allemand;0;0;0
L'Âge de glace : Les aventures de Buck Wild;3;2022;25 mars 2022;82;Aventure;John C. Donkin;Simon Pegg;Utkarsh Ambudkar;1,9;Jim Hecht;U.S.A.;0;Anglais;;1;0
L'Amant de Lady Chatterley;12;2022;2 décembre 2022;126;Drame;Laure De Clermont-Tonnerre;Emma Corrin;Jack O'Connell;3;David Magee;U.S.A.;0;Anglais;1;1;1
L'Amour au points;12;2022;7 décembre 2022;101;Comédie;Sebastián De Caro;Luisa Lopilato;Juan Minujin;2,1;Gabriel Korenfeld;Argentine;0;Espagnol;;0;3
L'Amour en laisse;2;2022;11 février 2022;118;Comédie;Hyeon-jin Park;Joon-Young Lee;Seohyun;2,9;;Corée du Sud;0;Coréen;0;;
L'amour sous influence;9;2022;30 septembre 2022;90;Famille;Christie Will Wolf;Jen Lilley;Christopher Russell;2,9;Christie Will Wolf;U.S.A.;0;Anglais;0;0;0
L'Année du requin;8;2022;3 août 2022;87;Action;Ludovic Boukherma;Mari Foïs;Kad Merad;1,4;Ludovic Boukherma;France;0;Français;1;1;4
L’Anniversaire de Tommy;6;2022;8 juin 2022;75;Aventure;Michael Ekbladh;Fanny Roy;Jennifer Saunders;2,6;Aje Brücken;Allemagne;0;Anglais;;0;1
L'Astroute;2;2023;15 février 2023;110;Comédie dramatique;Nicolas Giraud;Nicolas Giraud;Mathieu Kassovitz;4;Nicolas Giraud;France;1;Français;3;3;11
L'Attaque des déchets;12;2022;22 décembre 2022;45;Comédie;Matthieu Liért;Roxane Bret;Omar Mebrouk;3,4;Jean Pébereau;France;0;Français;;0;0
L'École du Bien et du Mal;10;2022;19 octobre 2022;147;Action;Paul Feig;Sophia Anne Caruso;Sofia Wylie;2,5;David Magee;U.S.A.;0;Anglais;2;0;0
L'École est à nous;10;2022;26 octobre 2022;108;Comédie;Alexandre Castagnetti;Sarah Suco;Jean-Pierre Darroussin;3,5;Alexandre Castagnetti;France;1;Français;1;0;4
L’Ecuyer du Roi;11;2022;4 novembre 2022;96;Drame;Biyi Bandele;Odunlade Adekola;Shaffy Bello;2,4;Biyi Bandele;Nigéria;0;Anglais;0;0;0
L'Éden;3;2023;22 mars 2023;86;Drame;Andrés Ramirez Pulido;Jhojan Estiven Jimenez;Maicol Andrés Jimenez Zarabanda;3,3;Andrés Ramirez Pulido;Colombie;37;Espagnol;;;
L'Effaceur : Reissance;6;2022;8 juin 2022;103;Action;John Pogue;Dominic Sherwood;Jacky Lai;2;Michael D. Weiss;U.S.A.;0;Anglais;2;0;0
L'Effet grêlon;3;2022;30 mars 2022;118;Comédie;Marcos Carnevale;Romi Ferndes;Guillermo Francella;3,1;Nicolás Giacobone;Argentine;0;Espagnol;1;;0
