Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Control;30 septembre 2005; 1h 30min ;Thriller;NA;NA;Tim Hunter;NA;Ray Liotta;Willem Dafoe;Michelle Rodriguez;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=53596.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=55659.html;Todd Slavkin;U.S.A.;NA;NA;0;-;Anglais;NA;1;3;2
Control;26 septembre 2007; 1h 59min ;Biopic;Drame;Musical;Anton Corbijn;NA;Sam Riley;Samantha Morton;Alexandra Maria Lara;3,8;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=94896.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=141562.html;Matt Greenhalgh;U.S.A.;Grande-Bretagne;Luminor (La Fabrique);3         8            ;4 500 000 $;Anglais;82 573 entrées;3;1;1
Contrôle;16 mars 1988; 1h 46min ;Drame;Thriller;NA;Giuliano Montaldo;NA;Ben Gazzara;Kate Nelligan;Kate Reid;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=111956.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=7171.html;Giuliano Montaldo;France;U.S.A.;NA;0;-;Anglais;NA;7;1;1
Contrôle d'identité;26 juin 2002; 1h 46min ;Drame;NA;NA;Christian Petzold;NA;Julia Hummer;Barbara Auer;Richy Müller;4,1;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=34162.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=34706.html;Harun Farocki;Allemagne;NA;Cinéma Public Films;1           ;-;Allemand;NA;1;0;0
Contrôle parental;1 août 2018; 1h 42min ;Comédie;NA;NA;Kay Cannon;NA;Leslie Mann;John Cena;Ike Barinholtz;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=242812.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=187799.html;Brian Kehoe;U.S.A.;NA;Universal Pictures International France;0;-;Anglais;268 entrées;1;0;0
Contronatura;3 mai 2016; 1h 40min ;Drame;Romance;NA;Alessandro Tofanelli;NA;Maya Sansa;Cesare Bocci;Valeria Cavalli;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=216759.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=619318.html;Alessandro Tofanelli;Italie;NA;NA;0;-;Italien;NA;0;0;0
Convergent;6 mars 2019; 1h 07min ;Thriller;NA;NA;Stephen Meret;NA;Sylvain Pierre;Joy Koch;Valérie Birker;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=251955.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=413745.html;Stephen Meret;France;NA;Meret Films;0;-;Français;5 entrées;0;NA;0
Conversaciones con Mamá;22 mars 2006; 1h 30min ;Comédie dramatique;NA;NA;Santiago Carlos Oves;NA;China Zorrilla;Eduardo Blanco;Ulises Dumont;3,1;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=108677.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=62855.html;Santiago Carlos Oves;Argentine;Espagne;Bodega Films;4            ;-;Espagnol;NA;3;1;0
David Copperfield;23 août 2007; 1h 20min ;Drame;NA;NA;Peter Medak;NA;Michael Richards;Eileen Atkins;Anthony Andrews;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=141227.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=14658.html;John Goldsmith;U.S.A.;NA;NA;0;-;Anglais;NA;3;0;1
David et Bethsabée;14 mars 2006; 1h 56min ;Drame;NA;NA;Henry King;NA;Gregory Peck;Susan Hayward;Raymond Massey;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=46920.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5966.html;Philip Dunne;U.S.A.;NA;NA;5            ;-;Anglais;NA;1;6;4
